age,ageCond,buG1fAccTime,buG1fOrd,buG2fAccTime,buG2fOrd,buG3fAccTime,buG3fOrd,buG4fAccTime,buG4fOrd,buG6fAccTime,buG6fOrd,buG8fAccTime,buG8fOrd,buS1fAccTime,buS1fOrd,buS1fTime,bu_10_8fTime,bu_1fGTime,bu_2fGTime,bu_3fGTime,bu_4_2fTime,bu_6_4fTime,bu_8_6fTime,budam,buga1,buga2,buga3,chaksun1,chaksun2,chaksun3,chaksun4,chaksun5,chulNo,diffUnit,hrName,hrNameEn,hrNo,ilsu,jeG1fTime,jeG3fTime,jeS1fTime,je_1cTime,je_2cTime,je_3cTime,je_4cTime,jkName,jkNameEn,jkNo,meet,name,ord,owName,owNameEn,owNo,plcOdds,prizeCond,rank,rating,rcDate,rcDay,rcDist,rcName,rcNo,rcTime,seG1fAccTime,seG3fAccTime,seS1fAccTime,se_1cAccTime,se_2cAccTime,se_3cAccTime,se_4cAccTime,sex,sexCond,sjG1fOrd,sjG3fOrd,sjS1fOrd,sj_1cOrd,sj_2cOrd,sj_3cOrd,sj_4cOrd,trName,trNameEn,trNo,track,weather,wgBudam,wgHr,winOdds
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,5,-,무주영웅,MUJUYEONGUNG,3104741,71,0,0,0,0,0,0,0,문현진,Mun Hyeon Jin,003080,제주,한국,0,윤재곤,YOON JAE GON,206032,0,R1~20,제5등급,16,20260911,금요일,1000,일반,2,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,고영덕,Ko Young Deok,002026, (0%),-,57.5,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,3,-,여포장사,YEOPOJANGSA,3105298,71,0,0,0,0,0,0,0,전현준,Jun Hyun Joon,003070,제주,한국,0,김창식,KIM CHANG SIK,001182,0,R1~20,제5등급,14,20260911,금요일,1000,일반,2,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,최기호,Choi Gi Ho,002030, (0%),-,56.5,0(),0
3,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,8,-,레드크라운,REDCROWN,3107565,71,0,0,0,0,0,0,0,박재희,Park Jae Hee,003095,제주,한국,0,칼데라,  KIM SEON HEE,121046,0,R1~20,제5등급,13,20260911,금요일,1000,일반,2,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,심도연,Sim Do Youn,002031, (0%),-,56,0(),0
3,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,1,-,시종일관,SIJONGILGWAN,3107853,71,0,0,0,0,0,0,0,곽석,Kwak Seok,003094,제주,한국,0,강학민,KANG HAK MIN,001184,0,R1~20,제5등급,5,20260911,금요일,1000,일반,2,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,김대연,Kim Dae Youn,002042, (0%),-,52,0(),0
3,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,4,-,빈체로,VINCERO,3107888,71,0,0,0,0,0,0,0,박성광,Park Sung Kwang,003089,제주,한국,0,안평림,AN PYUNG RIM,121038,0,R1~20,제5등급,14,20260911,금요일,1000,일반,2,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,이태용,Lee Tae Yong,002034, (0%),-,56.5,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,5,-,세모다,SEMODA,3104799,71,0,0,0,0,0,0,0,강수한,Kang Su Han,003077,제주,한국,0,송자민,SONG JA MIN,001121,0,R1~20,제5등급,11,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,한상배,Han Sang Bae,002023, (0%),-,55,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,6,-,신흥신화,SINHEUNGSINHWA,3105287,71,0,0,0,0,0,0,0,곽석,Kwak Seok,003094,제주,한국,0,칼데라,  KIM SEON HEE,121046,0,R1~20,제5등급,5,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,김대연,Kim Dae Youn,002042, (0%),-,52,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,4,-,신통방통,SINTONGBANGTONG,3105317,71,0,0,0,0,0,0,0,한영민,Han Young Min,003058,제주,한국,0,김한진,KIM HAN JIN,001093,0,R1~20,제5등급,3,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,김태준,Kim Tae Jun,002032, (0%),-,51,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,2,-,천둥소리,CHEONDUNGSORI,3104161,71,0,0,0,0,0,0,0,원유일,Won You Il,003075,제주,한국,0,강길자,KANG GIL JA,206042,0,R1~20,제5등급,16,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,신경호,Shin Kyung Ho,002018, (0%),-,57.5,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,3,-,골든보이,GOLDENBOY,3104698,71,0,0,0,0,0,0,0,김다영,Kim Da Young,003073,제주,한국,0,제주홀스,woo sueg kang,124037,0,R1~20,제5등급,13,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,문성호,Mun Sung Ho,002039, (0%),-,56,0(),0
6,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,8,-,명품함성,MYEONGPUMHAMSEONG,3102470,71,0,0,0,0,0,0,0,이성민,Lee Sung Min,003092,제주,한국,0,박병철,PARK BYEONG CHEOL,116019,0,R1~20,제5등급,13,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,강대은,Kang Dae Eun,002027, (0%),-,56,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,1,-,서산히어로,SEOSANHERO,3103597,71,0,0,0,0,0,0,0,김홍권,Kim Hong Kwon,003082,제주,한국,0,양동우,Yang Dong Woo,001063,0,R1~20,제5등급,18,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,강영진,Kang Young Jin,002033, (0%),-,58.5,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,10500000,4830000,3150000,1470000,1050000,7,-,세련미,SERYEONMI,3103729,71,0,0,0,0,0,0,0,박성광,Park Sung Kwang,003089,제주,한국,0,오치영,OH CHI YOUNG,217123,0,R1~20,제5등급,13,20260911,금요일,1000,일반,3,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,이태용,Lee Tae Yong,002034, (0%),-,56,0(),0
8,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,4,-,비천도해,BICHEONDOHAE,3018749,71,0,0,0,0,0,0,0,임재광,Lim Jae Kwang,003087,제주,한국,0,김남헌,KIM NAMHEON,124024,0,R21~40,제4등급,40,20260911,금요일,1110,일반,4,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,심도연,Sim Do Youn,002031, (0%),-,60,0(),0
6,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,7,-,날려버려,NALLYEOBEORYEO,3101811,71,0,0,0,0,0,0,0,강수한,Kang Su Han,003077,제주,한국,0,부건영,Bu Gun Young,116021,0,R21~40,제4등급,36,20260911,금요일,1110,일반,4,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,김태준,Kim Tae Jun,002032, (0%),-,58,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,6,-,진검승부,JINGEOMSEUNGBU,3103622,71,0,0,0,0,0,0,0,이동준,Lee Dong Jun,003086,제주,한국,0,김기준,KIM KI JOON,206028,0,R21~40,제4등급,28,20260911,금요일,1110,일반,4,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,문성호,Mun Sung Ho,002039, (0%),-,54,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,2,-,질풍태양,JILPUNGTAEYANG,3103748,71,0,0,0,0,0,0,0,한영민,Han Young Min,003058,제주,한국,0,김무현,Kim Moo Hyun,001105,0,R21~40,제4등급,25,20260911,금요일,1110,일반,4,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,강대은,Kang Dae Eun,002027, (0%),-,52.5,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,1,-,폭풍비,POKPUNGBI,3104271,71,0,0,0,0,0,0,0,박성광,Park Sung Kwang,003089,제주,한국,0,고재언,KO JAE EON,121031,0,R21~40,제4등급,31,20260911,금요일,1110,일반,4,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,이태용,Lee Tae Yong,002034, (0%),-,55.5,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,5,-,대기원,DAEGIWON,3104784,71,0,0,0,0,0,0,0,김한남,Kim Han Nam,003084,제주,한국,0,서정숙,SUH JUNGSOOK,124023,0,R21~40,제4등급,29,20260911,금요일,1110,일반,4,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,김길홍,Kim Gil Hong,002038, (0%),-,54.5,0(),0
3,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,3,-,블랙타이거,BLACKTIGER,3107295,71,0,0,0,0,0,0,0,김홍권,Kim Hong Kwon,003082,제주,한국,0,변완수,Byun Wan Soo,111225,0,R21~40,제4등급,22,20260911,금요일,1110,일반,4,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,강영진,Kang Young Jin,002033, (0%),-,51,0(),0
10,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,6,-,정우일품,JEONGUILPUM,3017780,71,0,0,0,0,0,0,0,양민재,Yang Min Jae,003096,제주,한국,0,차청일,Cha Cheong Il,001134,0,R21~40,제4등급,37,20260911,금요일,1110,일반,5,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,변용호,Byoun Yong Ho,002013, (0%),-,58.5,0(),0
7,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,5,-,오라태양,ORATAEYANG,3018933,71,0,0,0,0,0,0,0,한영민,Han Young Min,003058,제주,한국,0,서정숙,SUH JUNGSOOK,124023,0,R21~40,제4등급,29,20260911,금요일,1110,일반,5,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,김태준,Kim Tae Jun,002032, (0%),-,54.5,0(),0
7,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,2,-,설향,SEOLHYANG,3101746,71,0,0,0,0,0,0,0,곽용남,Kwak Young Nam,003061,제주,한국,0,김용래,Kim Yong Rae,001153,0,R21~40,제4등급,22,20260911,금요일,1110,일반,5,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,윤덕상,Youn Duk Sang,002021, (0%),-,51,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,7,-,새벽천하,SAEBYEOKCHEONHA,3103475,71,0,0,0,0,0,0,0,전현준,Jun Hyun Joon,003070,제주,한국,0,강태민,KANG TAE MIN,001158,0,R21~40,제4등급,33,20260911,금요일,1110,일반,5,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,신경호,Shin Kyung Ho,002018, (0%),-,56.5,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,3,-,백룡의힘,BAENGNYONGUIHIM,3103482,71,0,0,0,0,0,0,0,김홍권,Kim Hong Kwon,003082,제주,한국,0,이정언,LEE JUNG UN,124026,0,R21~40,제4등급,40,20260911,금요일,1110,일반,5,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,강영진,Kang Young Jin,002033, (0%),-,60,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,1,-,명품최고,MYEONGPUMCHOEGO,3104135,71,0,0,0,0,0,0,0,김준호,Kim Jun Ho,003081,제주,한국,0,강영종,Kang Young Jong,001053,0,R21~40,제4등급,28,20260911,금요일,1110,일반,5,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,강태종,Gang Tae Jong,002036, (0%),-,54,0(),0
3,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,13000000,5980000,3900000,1820000,1300000,4,-,육탄시대,YUKTANSIDAE,3107582,71,0,0,0,0,0,0,0,문현진,Mun Hyeon Jin,003080,제주,한국,0,문석현,Moon Seok Hyun,206017,0,R21~40,제4등급,27,20260911,금요일,1110,일반,5,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,고영덕,Ko Young Deok,002026, (0%),-,53.5,0(),0
7,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,1,-,한라왕자,HALLAWANGJA,3019081,71,0,0,0,0,0,0,0,김홍권,Kim Hong Kwon,003082,제주,한국,0,강경덕,KANG KYUNG DUK,206038,0,R41~60,제3등급,59,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,강영진,Kang Young Jin,002033, (0%),-,60,0(),0
6,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,8,-,최강여제,CHOEGANGYEOJE,3102212,71,0,0,0,0,0,0,0,임재광,Lim Jae Kwang,003087,제주,한국,0,칼데라,  KIM SEON HEE,121046,0,R41~60,제3등급,51,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,심도연,Sim Do Youn,002031, (0%),-,56,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,10,-,로한,ROHAN,3103795,71,0,0,0,0,0,0,0,한영민,Han Young Min,003058,제주,한국,0,웅진산업,"WOONGJIN SANUP CO.,LTD",117049,0,R41~60,제3등급,59,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,김태준,Kim Tae Jun,002032, (0%),-,60,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,4,-,남조로,NAMJORO,3103871,71,0,0,0,0,0,0,0,문현진,Mun Hyeon Jin,003080,제주,한국,0,강진숙,KANG JIN SUK,121032,0,R41~60,제3등급,53,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,고영덕,Ko Young Deok,002026, (0%),-,57,0(),0
5,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,3,-,아신,ASIN,3103887,71,0,0,0,0,0,0,0,박성광,Park Sung Kwang,003089,제주,한국,0,웅진산업,"WOONGJIN SANUP CO.,LTD",117049,0,R41~60,제3등급,53,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,이태용,Lee Tae Yong,002034, (0%),-,57,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,6,-,백용해,BAEGYONGHAE,3104183,71,0,0,0,0,0,0,0,전현준,Jun Hyun Joon,003070,제주,한국,0,임상관,LIM SANG GWAN,001118,0,R41~60,제3등급,55,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,이준호,Lee Joon Ho,002029, (0%),-,58,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,9,-,녹색왕자,NOKSAEKWANGJA,3104301,71,0,0,0,0,0,0,0,곽석,Kwak Seok,003094,제주,한국,0,조경수,Cho Kyung Soo,116005,0,R41~60,제3등급,41,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,한상배,Han Sang Bae,002023, (0%),-,51,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,7,-,진면목,JINMYEONMOK,3104684,71,0,0,0,0,0,0,0,곽용남,Kwak Young Nam,003061,제주,한국,0,송문관,Song Mun Kwan,206026,0,R41~60,제3등급,48,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,윤덕상,Youn Duk Sang,002021, (0%),-,54.5,0(),0
3,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,5,-,신화왕자,SINHWAWANGJA,3107487,71,0,0,0,0,0,0,0,원유일,Won You Il,003075,제주,한국,0,김재익,KIM JAE IK,206016,0,R41~60,제3등급,42,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,신경호,Shin Kyung Ho,002018, (0%),-,51.5,0(),0
3,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,15500000,7130000,4650000,2170000,1550000,2,-,청풍위너,CHEONGPUNGWINEO,3107910,71,0,0,0,0,0,0,0,김준호,Kim Jun Ho,003081,제주,한국,0,김창균,KIM CHANG GYUN,124030,0,R41~60,제3등급,42,20260911,금요일,1110,일반,6,0,0,0,0,0,0,0,0,거,성별오픈,0,0,0,0,0,0,0,강태종,Gang Tae Jong,002036, (0%),-,51.5,0(),0
4,2세이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,18500000,8510000,5550000,2590000,1850000,6,-,아크,ARK,3104290,71,0,0,0,0,0,0,0,임재광,Lim Jae Kwang,003087,제주,한국,0,오치영,OH CHI YOUNG,217123,0,R61~80,제2등급,61,20260911,금요일,1200,일반,7,0,0,0,0,0,0,0,0,수,성별오픈,0,0,0,0,0,0,0,심도연,Sim Do Youn,002031, (0%),-,52,0(),0
