hrNo,hrName,birthday,sex,faHrNo,faHrName,moHrNo,moHrName,damsireNo,damsireName,src
0050900,혁명의질주,20220301,암,0044420,레볼루셔너리,0038114,황홀한질주,,,API8_2
0051929,혁무상,20220508,수,0046317,레이스데이,0041982,리퀴드런치,,,API8_2
0047255,혜원용마,20210508,암,0032990,한센,0032210,퀸크릭캣,,,API8_2
0054312,호라이즌스타,20230415,수,0036732,머스킷맨,0029181,해광,,,API8_2
0051463,호명퀸,20210312,암,0034835,티즈원더풀,0034396,금캐라,,,API8_2
0051147,호세,20220305,암,0038387,콩코드포인트,0033319,창세,,,API8_2
0061577,호프케이,20240424,수,6130177,MITOLE,6114511,TELL A GREAT STORY,,,API8_2
0042869,홀리데이참,20180327,거,0036358,애니기븐새터데이,0038300,메긴즈홀리데이,,,API8_2
0062960,홀리척,20240319,수,7000183,UNCLE CHUCK,7132176,SISTER AURORA,,,API8_2
0051390,홀리카이저,20220212,거,0031261,사이먼퓨어,0031642,에코블루,,,API8_2
0052950,홀리티아라,20230130,암,0036732,머스킷맨,0036979,영천더비,,,API8_2
0051875,화랑산정기,20220418,수,0032990,한센,0037888,레이즈미업,,,API8_2
0044703,화랑투데이,20190517,수,0038391,카우보이칼,0038353,아이스컬린,,,API8_2
0054311,화려한유산,20230327,암,0044993,언캡처드,0028006,야후비올라,,,API8_2
0046779,화산귀환,20210317,수,0045049,프리덤차일드,0026041,오버파워,,,API8_2
0059228,화산폭팔,20230529,수,6126468,SMOKEM,6982325,ATLANTIC TAP,,,API8_2
0056042,화이불치,20240429,암,0032258,트리플나인,0035774,빅에이스,,,API8_2
0056055,화이트릴레이,20240325,암,0045050,섀클포드,0034866,은빛환희,,,API8_2
0055285,화이트선더,20240204,암,0032990,한센,0044960,어바이드,,,API8_2
0053703,화이트스톰,20230516,암,0032990,한센,0040977,새물결의파도,,,API8_2
0053194,화이트잭팟,20230326,거,0032990,한센,0041950,스위트시즐,,,API8_2
0051122,화이트칼라,20220312,거,0037972,올드패션드,0036719,차이나골드,,,API8_2
0053790,환상의나라,20230418,암,0046317,레이스데이,0046480,미스론다,,,API8_2
0055287,환상의루나,20240215,암,0032990,한센,0026785,킹덤레이스,,,API8_2
0055635,환상의미르,20240228,암,6148175,PINEHURST,0054822,코할라코스트,,,API8_2
0060711,황금송,20230223,수,6114922,GORMLEY,6130135,KUPURI,,,API8_2
0061534,황금승,20240325,수,6106383,CAIRO PRINCE,7000123,OUR COMFORTER,,,API8_2
0052890,황금어장,20230218,수,0035295,나스카프린스,0046431,마이너츠하제니,,,API8_2
0052478,흥행돌풍,20220217,거,0038227,크리솔라이트,0031259,스윗익스체인지,,,API8_2
1412313,희망밴드,20210309,암,0032272,록밴드,0026046,카밀라,,,API8_2
0061938,히다카의태양,20240424,수,7013905,GENDARME,7074364,SUZUKA ANGEL,,,API8_2
0060707,히든다이아,20230419,암,6102795,JIMMY CREED,6147817,ARTISTIC LICENSE,,,API8_2
0052916,히어로드래건,20230220,암,0036735,디바인파크,0018828,플라이톱,,,API8_2
0057337,히어로라이언,20230401,암,6108945,KHOZAN,6113036,FLATBOW,,,API8_2
0061538,히어로미톨,20240404,수,6130177,MITOLE,6108543,BOURBON KITTY,,,API8_2
0054786,히어로삭스,20220321,거,6126916,MAXIMUM SECURITY,7041328,BROADWAY DINER,,,API8_2
0053866,히어로여왕,20230518,암,0045050,섀클포드,0045006,플랜스투프로스퍼,,,API8_2
0061175,히어로조커,20231017,수,7113300,JONKER,7169648,RANSOM ROSE,,,API8_2
0054666,히어로짱,20220421,거,6114921,AMERICAN FREEDOM,6110169,MYSTIC MIRAGE,,,API8_2
0051833,히어로초이스,20220506,거,0045049,프리덤차일드,0041895,런던이글,,,API8_2
0057339,히어로치타,20230415,거,7000175,YAUPON,6124535,RIDE TO HOUSTON,,,API8_2
0052472,히어로파이터,20210324,수,6114921,AMERICAN FREEDOM,6109746,NAUGHTY LADY,,,API8_2
0057338,히어로퓨마,20230420,거,6119336,FRANK CONVERSATION,6150521,HELEN SUNG,,,API8_2
0061459,히어로플레임,20240511,수,6118219,FLAMEAWAY,6149277,ANNIVERSARY KITTY,,,API8_2
0046954,히어아이엠,20210303,거,0041566,투아너앤드서브,0030503,검화,,,API8_2
0052417,힐링헤이븐,20200218,암,6115220,SHAMAN GHOST,6118014,FORMBY,,,API8_2
3107451,가문의여신,20230324,암,3018933,오라태양,3015580,가문의전설,,,API8_2
3107849,가속의힘,20230424,암,3015597,일대태수,3012150,세계의보물,,,API8_2
3102957,가속직진,20200318,암,3014974,터보킹,3012150,세계의보물,,,API8_2
3109224,가속황후,20240113,암,3100316,-,3011714,황해여걸,,,API8_2
3103423,가온빛,20210522,거,3009526,백두장사,3015521,선봉전설,,,API8_2
3103692,가온전설,20210425,암,3009526,백두장사,3015580,가문의전설,,,API8_2
3105270,가온천하,20220502,거,3009526,백두장사,3017751,명원미인,,,API8_2
3108210,가온퀸즈,20230523,암,3009526,백두장사,3017751,명원미인,,,API8_2
3105269,가온파워,20220411,거,3009526,백두장사,3015580,가문의전설,,,API8_2
3108042,가자고,20230515,암,3016475,빗고을,3011218,노마지지,,,API8_2
3017544,강력신화,20160416,거,3009296,푸른대왕,3012648,좋은올레,,,API8_2
3109414,강력최고,20240323,수,3019043,사무사,3017797,정우천신,,,API8_2
3109230,강마루,20240306,암,3018934,오라태풍,3014979,진리의힘,,,API8_2
3107370,강철빛,20230514,수,3015597,일대태수,3018757,특등석,,,API8_2
3107557,강풍여제,20230329,암,3014974,터보킹,3015696,하늘소녀,,,API8_2
3108459,강한나래,20230405,거,3101922,우승가득,3011391,금반지,,,API8_2
3018586,강한능력,20180323,거,3012419,종결자,3100925,-,,,API8_2
3103881,강한댄서,20210403,암,3017565,화룡특급,3100379,-,,,API8_2
3108457,강한명성,20230417,거,3101922,우승가득,3012803,달빛소녀,,,API8_2
3103685,강한파워,20210427,거,3016320,청마시대,3017990,강한대세,,,API8_2
3102421,강호세계,20200513,거,3011133,장백산,3015610,별무반,,,API8_2
3103721,거국명령,20210423,암,3014739,설중매,3011391,금반지,,,API8_2
3103437,거석황후,20210520,암,3014739,설중매,3015756,설화수,,,API8_2
3102672,거승보배,20200421,거,3100316,-,3013003,녹색여걸,,,API8_2
3104589,거승태자,20220518,거,3100327,-,3014077,선봉여신,,,API8_2
3104647,거승파워,20220413,수,3016475,빗고을,3017426,거승여걸,,,API8_2
3107507,거장,20230310,암,3015597,일대태수,3017607,당찬,,,API8_2
3107840,걸싸게,20230621,거,3013695,황산벌,3017272,미래도시,,,API8_2
3107307,검호,20230410,수,3016502,선양호,3015063,순수혈통,,,API8_2
3107883,격포,20230415,거,3018896,삼다백호,3015314,금오름,,,API8_2
3101432,결초보은,20190213,거,3100327,-,3013711,대비행,,,API8_2
3104150,경성너울,20220321,거,3014974,터보킹,3018218,서해맹산,,,API8_2
3102643,경성스톤,20200519,거,3013465,개벽신화,3014996,천하왕비,,,API8_2
3102096,경성윈드,20200509,거,3013465,개벽신화,3014551,황해신천,,,API8_2
3017622,경성제일,20160426,거,3009526,백두장사,3013541,신천비행,,,API8_2
3107348,경성파워,20230421,거,3018896,삼다백호,3015950,미리내,,,API8_2
3103619,고사포,20210504,수,3016994,태흥성,3014808,마인드,,,API8_2
3105299,고속질주,20220506,수,3017491,러너킹,3017802,정우신조,,,API8_2
3104620,고속행진,20220415,암,3018280,멋진기상,3016863,좌의정,,,API8_2
3107576,고수,20230401,거,3016502,선양호,3016635,사라특급,,,API8_2
3109352,고운하늘,20240327,암,3009526,백두장사,3011070,고도화,,,API8_2
3017571,고질라,20160301,거,3005652,제주명성,3100943,-,,,API8_2
3103528,고차원,20210103,암,3009526,백두장사,3015639,당대인류,,,API8_2
3103725,고출력,20210423,수,3009526,백두장사,3016863,좌의정,,,API8_2
3107446,곤룡포,20230316,거,3013465,개벽신화,3015306,녹색신화,,,API8_2
3104698,골든보이,20220508,수,3015597,일대태수,3013273,신의열매,,,API8_2
3018850,공간비행,20190224,거,3015307,명가황제,3015650,웅비여걸,,,API8_2
3104622,공간세계,20220526,암,3018280,멋진기상,3016926,이대도강,,,API8_2
3104737,광명마마,20220228,암,3018228,남북대로,3017538,삼다비바리,,,API8_2
3016266,광명성호,20140123,거,3012382,쾌속장타,3100925,-,,,API8_2
3107477,광명용사,20230304,거,3017491,러너킹,3009488,진실,,,API8_2
3018865,광명진언,20190204,수,3100316,-,3012509,현무여신,,,API8_2
3018593,광명황제,20180402,거,3012382,쾌속장타,3014578,광명천사,,,API8_2
3104586,광명히트,20220422,거,3017578,광해최고,3010822,광명의빛,,,API8_2
3017645,광아의죠이,20160608,거,3012382,쾌속장타,3011035,한라세상,,,API8_2
3018454,광아의챔프,20180226,거,3009526,백두장사,3100941,-,,,API8_2
3105509,광풍만리,20220601,거,3017556,황해무적,3101044,-,,,API8_2
3109375,광풍비상,20240411,거,3019043,사무사,3017057,영원한,,,API8_2
3103802,광풍천리,20210415,수,3009526,백두장사,3015987,녹색비호,,,API8_2
3019033,광해군,20190621,거,3005652,제주명성,3015641,연락선,,,API8_2
3103255,광해대부,20210822,거,3005652,제주명성,3011123,안덕명성,,,API8_2
3016229,광해신천,20140108,거,3005652,제주명성,3011123,안덕명성,,,API8_2
3018157,광해왕자,20170508,거,3005652,제주명성,3010732,천지왕,,,API8_2
3017214,광해전사,20150511,거,3012382,쾌속장타,3011904,안덕보배,,,API8_2
3019010,광해전차,20190307,수,3005652,제주명성,3011123,안덕명성,,,API8_2
3105284,광해제패,20220405,암,3018051,삼다제패,3018302,블루션샤인,,,API8_2
3107870,광해천하,20230304,수,3005652,제주명성,3010732,천지왕,,,API8_2
3016494,광해청명,20140506,거,3100061,-,3010732,천지왕,,,API8_2
3105496,괜찮아,20220310,거,3015875,꼬리별,3016506,여왕하트,,,API8_2
3016357,구억불,20140511,수,3012382,쾌속장타,3008947,황태자비,,,API8_2
3016259,군자삼락,20140322,거,3009526,백두장사,3100938,-,,,API8_2
3103717,굳셀건,20210423,거,3017934,웅진천하,3013963,황룡의꿈,,,API8_2
3104793,귤스타,20220329,거,3100032,-,3013278,불빛여신,,,API8_2
3103957,글라가게,20210318,거,3009296,푸른대왕,3014235,적토마,,,API8_2
3108110,글로벌황제,20230216,수,3017491,러너킹,3016567,불사요정,,,API8_2
3018120,금누리,20170502,거,3014739,설중매,3008242,코지바람,,,API8_2
3107589,금달란트,20230323,암,3016994,태흥성,3013636,대륙군왕,,,API8_2
3108912,금보배,20240427,암,3018669,안덕최고,3018319,웅진보배,,,API8_2
3107392,금빛광채,20230520,암,3017565,화룡특급,3013195,마을정원,,,API8_2
3107909,금빛신화,20230515,거,3017491,러너킹,3017569,한라강자,,,API8_2
3103443,금빛여제,20210220,암,3100061,-,3009534,백호화랑,,,API8_2
3107384,금빛탄생,20230314,암,3017491,러너킹,3014578,광명천사,,,API8_2
3104615,금지게,20220326,거,3013465,개벽신화,3017200,금비늘,,,API8_2
3103679,금쪽이,20210428,수,3102647,-,3100294,-,,,API8_2
3104284,금촌제일,20220323,거,3015597,일대태수,3012381,우주세상,,,API8_2
3107630,금화여신,20230428,암,3100316,-,3017725,금화,,,API8_2
3107372,기세찬,20230424,거,3017557,광명지존,3012799,강하여라,,,API8_2
3107896,기적소리,20230517,거,3102647,-,3100957,-,,,API8_2
3104794,기찬,20220130,거,3016994,태흥성,3011595,이사금,,,API8_2
3102296,기탄,20200522,거,3011321,전국비행,3013241,미래여신,,,API8_2
3109237,끝판왕,20240320,수,3009526,백두장사,3100818,-,,,API8_2
3103618,낙천군주,20210505,거,3016994,태흥성,3102651,-,,,API8_2
3101811,날려버려,20200501,거,3015451,튼튼세상,3011830,단미,,,API8_2
3105488,날려오라,20220415,암,3100127,-,3013908,별중별,,,API8_2
3107586,날려홈런,20230415,암,3018064,풍신,3013908,별중별,,,API8_2
3103871,남조로,20210404,거,3015875,꼬리별,3013278,불빛여신,,,API8_2
3109100,낭만비상,20240514,거,3100327,-,3013604,낭만소녀,,,API8_2
3109070,낭중지추,20240518,수,3015597,일대태수,3017818,흥부세상,,,API8_2
3104253,내사랑땡큐,20220414,암,3014517,너울,3018607,게나제나,,,API8_2
3107835,내온리더,20230331,거,3015597,일대태수,3015731,내온일호,,,API8_2
3107322,넘버원,20230419,수,3014974,터보킹,3013634,꽃봉오리,,,API8_2
3105239,네온빛,20220425,암,3015597,일대태수,3015731,내온일호,,,API8_2
3108143,노형로,20230315,거,3100032,-,3013278,불빛여신,,,API8_2
3104301,녹색왕자,20220419,거,3013695,황산벌,3015987,녹색비호,,,API8_2
3107551,녹원매직,20230218,거,3016320,청마시대,3013615,선양세상,,,API8_2
3104811,뉴저지,20220117,거,3009526,백두장사,3013338,회천맹주,,,API8_2
3104809,늘찬,20220502,암,3015597,일대태수,3016942,선풍도골,,,API8_2
3103742,다크루비,20210421,암,3009296,푸른대왕,3011957,백호명성,,,API8_2
3107484,다크천하,20230228,거,3016502,선양호,3011300,황용태후,,,API8_2
3104160,달빛소리,20220302,암,3009526,백두장사,3014328,달빛여신,,,API8_2
3101674,달빛순정,20200424,암,3013465,개벽신화,3015646,개성시대,,,API8_2
3102938,달빛영웅,20200306,거,3013465,개벽신화,3014328,달빛여신,,,API8_2
3107843,달빛처럼,20230501,암,3017491,러너킹,3017802,정우신조,,,API8_2
3018875,달의강자,20190418,거,3009526,백두장사,3011624,달공주,,,API8_2
3018801,달의여신,20180327,암,3009526,백두장사,3011624,달공주,,,API8_2
3107407,달의울림,20230410,암,3018280,멋진기상,3017778,달의찬가,,,API8_2
3018474,달의전사,20180421,수,3015223,제일용사,3013712,달의요정,,,API8_2
3107475,당대히트,20230405,암,3017491,러너킹,3018066,당대누리,,,API8_2
3102272,당산보스,20200228,거,3100327,-,3100809,-,,,API8_2
3104259,대군주,20220331,거,3015223,제일용사,3016909,희망의질주,,,API8_2
3107861,대기산,20230322,암,3018669,안덕최고,3010198,한라산,,,API8_2
3104785,대기성,20220213,암,3015723,만점왕,3017561,웅진성,,,API8_2
3104784,대기원,20220122,암,3015723,만점왕,3018319,웅진보배,,,API8_2
3104320,대길,20220126,암,3013465,개벽신화,3015327,한백천사,,,API8_2
3104732,대륙황후,20220405,암,3100327,-,3100925,-,,,API8_2
3103426,대방가,20210521,거,3016994,태흥성,3014966,영주신비,,,API8_2
3018038,대별왕,20170203,거,3009526,백두장사,3009375,선양요격기,,,API8_2
3104139,대보,20220410,암,3017565,화룡특급,3015393,천하여신,,,API8_2
3107543,대보름,20230211,암,3015597,일대태수,3016517,세계여전사,,,API8_2
3107298,대봉산,20230228,거,3015597,일대태수,3018793,성읍호,,,API8_2
3102589,대왕대군,20200220,거,3100327,-,3011714,황해여걸,,,API8_2
3108211,대왕비,20230526,암,3018933,오라태양,3018372,웅진의꿈,,,API8_2
3103231,대왕조,20190518,거,3009526,백두장사,3008242,코지바람,,,API8_2
3107584,대운,20230318,암,3100316,-,3016601,군림천하,,,API8_2
3017963,대장대부,20170103,거,3009526,백두장사,3100937,-,,,API8_2
3108951,대정챔프,20240208,암,3018933,오라태양,3018625,웅진챔프,,,API8_2
3107485,대지사랑,20230330,암,3017578,광해최고,3018200,황금보석,,,API8_2
3018074,대지열차,20170505,거,3100327,-,3008037,얼음꽃,,,API8_2
3109366,대지황후,20240409,암,3018896,삼다백호,3016188,호재,,,API8_2
3109332,대탄성,20240420,암,3101680,아자아자,3016601,군림천하,,,API8_2
3101834,대향연,20200425,거,3015875,꼬리별,3016253,신비로,,,API8_2
3108228,댄스몽키,20230422,수,3014998,제주협객,3100481,-,,,API8_2
3018491,더빠르게,20180309,거,3009526,백두장사,3014879,장한기상,,,API8_2
3109152,더스틴,20240312,암,3017491,러너킹,3014724,상록수,,,API8_2
3108234,덕산호령,20230403,거,3007168,명문왕자,3016390,덕산공주,,,API8_2
3018322,덤장파워,20170216,거,3011133,장백산,3100456,-,,,API8_2
3109004,도너리,20240328,수,3019043,사무사,3015956,금빛은빛,,,API8_2
3108062,도르멍오라,20230513,수,3102647,-,3100980,-,,,API8_2
3104314,도전성공,20220304,암,3015597,일대태수,3017157,달천,,,API8_2
3104688,도총부,20220410,거,3100327,-,3015677,초인,,,API8_2
3104105,독차지,20220114,암,3016320,청마시대,3009375,선양요격기,,,API8_2
3108965,돈마공주,20240606,암,3101680,아자아자,3018914,돈마여제,,,API8_2
3103495,돈마맨,20210517,수,3017320,탐라신비,3017321,돈마스타,,,API8_2
3104205,돈마비행,20220226,암,3015597,일대태수,3100485,-,,,API8_2
3104124,돈마세상,20220429,거,3016502,선양호,3012631,한백여걸,,,API8_2
3107571,돈마제트,20230227,거,3016994,태흥성,3100485,-,,,API8_2
3105271,돈마천하,20220703,거,3017320,탐라신비,3017321,돈마스타,,,API8_2
3103906,돈보따리,20210330,거,3016320,청마시대,3012965,와흘찬가,,,API8_2
3103596,돌격,20210507,수,3012419,종결자,3017264,온새미로,,,API8_2
3104703,돌격본능,20220420,거,3015307,명가황제,3018611,구미호,,,API8_2
3104782,돌격최강,20220209,거,3013465,개벽신화,3015428,일급수,,,API8_2
3103257,돌체,20210724,거,3005652,제주명성,3015641,연락선,,,API8_2
3109245,돌핀,20240428,거,3101680,아자아자,3015433,탐라대통,,,API8_2
3108219,동남풍,20230330,암,3017491,러너킹,3101889,별빛찬가,,,API8_2
3108456,동명황후,20230417,암,3101445,리스펙,3015998,동명왕,,,API8_2
3107930,동반자,20230607,암,3018280,멋진기상,3010180,변화무적,,,API8_2
3107611,동방불패,20230512,암,3016994,태흥성,3016876,상상불가,,,API8_2
3104642,동방빛,20220526,거,3010278,천년의힘,3100819,-,,,API8_2
3109456,동방히트,20240316,암,3018669,안덕최고,3018104,미듬의별,,,API8_2
3104260,동백천하,20220325,거,3015307,명가황제,3011094,백록왕비,,,API8_2
3107324,동백하늘,20230403,거,3013465,개벽신화,3011094,백록왕비,,,API8_2
3104067,동부파이터,20210329,수,3009526,백두장사,3016511,동부여걸,,,API8_2
3103781,동안질주,20210417,암,3100316,-,3016925,태양로드,,,API8_2
3108955,동추,20240413,암,3018933,오라태양,3015998,동명왕,,,API8_2
3101988,드림더킹,20200103,거,3016320,청마시대,3100937,-,,,API8_2
3103294,드림매직,20210314,거,3015875,꼬리별,3016895,한라왕후,,,API8_2
3102707,드림명성,20200311,거,3009296,푸른대왕,3011957,백호명성,,,API8_2
3103452,드림볼트,20210213,거,3009526,백두장사,3100818,-,,,API8_2
3107455,드림스타,20230321,거,3009526,백두장사,3100818,-,,,API8_2
3103929,드림히트,20210324,거,3009526,백두장사,3011777,새벽소리,,,API8_2
3109323,등고지혜,20240429,암,3018896,삼다백호,3016306,무한불성,,,API8_2
3108460,디아즈,20230330,암,3101445,리스펙,3015956,금빛은빛,,,API8_2
3104167,디아즈타임,20220121,수,3009296,푸른대왕,3018148,금빛축제,,,API8_2
3102526,똘이장군,20200516,거,3100316,-,3012631,한백여걸,,,API8_2
3018679,뚜벅이,20180310,거,3100061,-,3014648,마음이,,,API8_2
3103292,라스트타임,20210314,거,3100327,-,3017932,스카이런,,,API8_2
3107639,라온여제,20230413,암,3017491,러너킹,3017991,척사광,,,API8_2
3101444,라이덴,20190331,수,3100032,-,3011490,보금자리,,,API8_2
3103814,라인강,20210413,암,3017565,화룡특급,3015260,비룡석탑,,,API8_2
3108047,람바다,20230517,거,3015549,산도롱,3016391,천문조,,,API8_2
3107357,레드윙스,20230414,암,3018906,와일드송,3017885,강남대가,,,API8_2
3107565,레드크라운,20230101,암,3015875,꼬리별,3018107,정석대로,,,API8_2
3109060,렛츠고,20240305,암,3015597,일대태수,3012877,불면불휴,,,API8_2
3103795,로한,20210415,거,3015723,만점왕,3013337,태자비,,,API8_2
3107566,롱히트,20230228,암,3016994,태흥성,3100379,-,,,API8_2
3109069,루비황제,20240509,수,3019043,사무사,3017526,광아의루비,,,API8_2
3108443,리더형,20230404,거,3101922,우승가득,3010234,산의여신,,,API8_2
3107927,리듬블루,20230527,암,3017491,러너킹,3016650,리듬,,,API8_2
3103451,리듬황후,20210213,암,3100327,-,3012653,불멸의별,,,API8_2
3107921,리브킹,20230324,거,3009526,백두장사,3014255,멘토링,,,API8_2
3103672,리치디바인,20210429,거,3100527,-,3014077,선봉여신,,,API8_2
3103545,마고여신,20200405,암,3016475,빗고을,3100648,-,,,API8_2
3101513,마마골드,20200308,암,3015223,제일용사,3012509,현무여신,,,API8_2
3109298,마시프,20240506,거,3101680,아자아자,3018055,전국여왕,,,API8_2
3104580,마인드퀸,20220508,암,3015597,일대태수,3014808,마인드,,,API8_2
3107884,마조여신,20230223,암,3015597,일대태수,3012877,불면불휴,,,API8_2
3104696,마천루,20220506,암,3017491,러너킹,3014322,일등열차,,,API8_2
3105233,마천지,20220505,거,3100989,-,3015826,장백천지,,,API8_2
3104083,마패도끼,20220215,거,3009526,백두장사,3018104,미듬의별,,,API8_2
3104279,마패창,20220403,거,3014974,터보킹,3009600,선양황후,,,API8_2
3107577,마패호,20230211,거,3014974,터보킹,3018104,미듬의별,,,API8_2
3107903,만광,20230427,수,3100527,-,3018081,최고자랑,,,API8_2
3108666,만리질주,20240124,암,3017565,화룡특급,3017412,세그먼트,,,API8_2
3109195,만리홍,20240507,수,3018669,안덕최고,3018590,수산공주,,,API8_2
3103327,만복,20210610,거,3100316,-,3100579,-,,,API8_2
3108450,만석황후,20230426,암,3101445,리스펙,3012704,만석군주,,,API8_2
3109479,만장일치,20240423,수,3016320,청마시대,3016020,강한걸,,,API8_2
3108061,맞대결,20230520,거,3102647,-,3100314,-,,,API8_2
3108927,맞대응,20240521,수,3100327,-,3017327,중문여제,,,API8_2
3102288,매스틱,20200511,암,3016320,청마시대,3014178,저글링,,,API8_2
3109155,매의눈빛,20240524,거,3101680,아자아자,3011129,조롱벌,,,API8_2
3108141,매직미르,20230216,거,3100989,-,3016895,한라왕후,,,API8_2
3104172,멋지다,20220228,수,3016502,선양호,3016319,송악영웅,,,API8_2
3107505,멋진선택,20230408,수,3017565,화룡특급,3013503,정도,,,API8_2
3105272,메이저,20220224,암,3017565,화룡특급,3015435,자유바람,,,API8_2
3101705,멘탈,20190515,수,3012419,종결자,3011391,금반지,,,API8_2
3104757,명가소녀,20220508,암,3009526,백두장사,3017454,명가공주,,,API8_2
3018522,명가의힘,20180425,수,3009526,백두장사,3009796,명가승,,,API8_2
3103656,명가장사,20210430,거,3009526,백두장사,3017454,명가공주,,,API8_2
3102338,명문대부,20190502,거,3012419,종결자,3008948,명문귀족,,,API8_2
3107363,명성디아즈,20230512,암,3100316,-,3016368,진가발휘,,,API8_2
3104094,명성만리,20220106,거,3009526,백두장사,3007402,금나라,,,API8_2
3103385,명성스토리,20210227,암,3100327,-,3100941,-,,,API8_2
3107855,명성여신,20230411,암,3005652,제주명성,3018072,선물이,,,API8_2
3103791,명성여왕,20210416,암,3012419,종결자,3010234,산의여신,,,API8_2
3109083,명성장군,20240418,수,3100327,-,3016387,장타명성,,,API8_2
3104319,명성황제,20220114,거,3015223,제일용사,3016427,한라전설,,,API8_2
3017500,명인황제,20160308,거,3009526,백두장사,3006378,성공일호,,,API8_2
3109223,명품대로,20240401,수,3101680,아자아자,3018107,정석대로,,,API8_2
3102521,명품명장,20200527,거,3016320,청마시대,3015688,명품태후,,,API8_2
3102353,명품세계,20190528,수,3016320,청마시대,3015688,명품태후,,,API8_2
3103530,명품챔프,20210103,거,3009526,백두장사,3016044,맹모삼천,,,API8_2
3104085,명품최강,20220123,거,3009526,백두장사,3016044,맹모삼천,,,API8_2
3104135,명품최고,20220418,수,3017578,광해최고,3015057,녹색산맥,,,API8_2
3107549,명품하늘,20230215,수,3009526,백두장사,3011070,고도화,,,API8_2
3102470,명품함성,20200319,암,3100061,-,3013455,명품열차,,,API8_2
3102645,명품행진,20200609,거,3014974,터보킹,3009898,일출왕국,,,API8_2
3108146,모구리,20230315,수,3100032,-,3011777,새벽소리,,,API8_2
3104218,모나파크,20220414,수,3015875,꼬리별,3018055,전국여왕,,,API8_2
3108049,목선동,20230314,암,3016475,빗고을,3009315,명령자,,,API8_2
3102403,몬딱,20190422,수,3016320,청마시대,3008037,얼음꽃,,,API8_2
3109217,무량공처,20240313,거,3018228,남북대로,3016044,맹모삼천,,,API8_2
3107347,무림미소,20230406,암,3018228,남북대로,3017112,한라질주,,,API8_2
3104619,무림여왕,20220412,암,3100327,-,3100931,-,,,API8_2
3105495,무림왕자,20220403,거,3100327,-,3012437,여걸명장,,,API8_2
3108915,무림위너,20240404,암,3009526,백두장사,3018860,백호위너,,,API8_2
3107326,무림제일,20230301,거,3009526,백두장사,3018756,전국제일,,,API8_2
3109313,무림출격,20240409,암,3101680,아자아자,3018317,선봉출격,,,API8_2
3109340,무림타격,20240330,수,3101680,아자아자,3018666,선봉타격,,,API8_2
3109372,무림태후,20240228,암,3017491,러너킹,3011093,선봉태후,,,API8_2
3107312,무림통일,20230401,수,3100061,-,3100925,-,,,API8_2
3107604,무림평정,20230401,수,3009526,백두장사,3017504,백호평정,,,API8_2
3104281,무명전사,20220413,암,3100061,-,3017057,영원한,,,API8_2
3104072,무비공,20210408,암,3015223,제일용사,3018081,최고자랑,,,API8_2
3017143,무소불위,20150420,거,3100037,-,3013041,강한천둥,,,API8_2
3109153,무신,20240522,암,3019043,사무사,3016329,사랑가득,,,API8_2
3105248,무영천마,20220301,암,3013465,개벽신화,3018318,역대명성,,,API8_2
3103576,무장고,20210510,거,3009526,백두장사,3008037,얼음꽃,,,API8_2
3103477,무적명장,20210520,거,3017556,황해무적,3017284,엄지세상,,,API8_2
3102455,무주미소,20200702,암,3100327,-,3016227,영주산,,,API8_2
3104121,무주여신,20220408,암,3009526,백두장사,3014204,희망여걸,,,API8_2
3104741,무주영웅,20220415,암,3100127,-,3016860,진성여왕,,,API8_2
3108201,무진로,20230302,거,3017491,러너킹,3017880,신촌여행,,,API8_2
3109027,무패여장,20240527,암,3101680,아자아자,3016862,구시구중,,,API8_2
3105309,무한도전,20220228,수,3009526,백두장사,3016878,노을천사,,,API8_2
3107522,무한정벌,20230511,거,3017557,광명지존,3015774,무한행복,,,API8_2
3016573,문무태왕,20130510,거,3009526,백두장사,3008037,얼음꽃,,,API8_2
3109288,문주왕비,20230410,암,3017491,러너킹,3014196,문스톤,,,API8_2
3108241,미드필더,20230602,거,3009296,푸른대왕,3013896,성읍명성,,,API8_2
3104157,미듬행진,20220301,암,3014974,터보킹,3017824,미듬비상,,,API8_2
3103559,미래거포,20210512,거,3009526,백두장사,3013003,녹색여걸,,,API8_2
3016257,미래명장,20140228,거,3005652,제주명성,3100943,-,,,API8_2
3102255,미래세계,20200217,거,3100061,-,3014424,거문덕이,,,API8_2
3107830,미래아이,20230517,암,3018933,오라태양,3013996,미래사,,,API8_2
3109073,미래왕후,20240601,암,3018669,안덕최고,3013996,미래사,,,API8_2
3018657,미래제왕,20180401,거,3013695,황산벌,3100876,-,,,API8_2
3103689,미래추진,20210426,거,3009526,백두장사,3017406,트리플퀸,,,API8_2
3107871,미르왕자,20230326,거,3005652,제주명성,3011904,안덕보배,,,API8_2
3108946,미르황후,20240313,암,3005652,제주명성,3011904,안덕보배,,,API8_2
3018323,미소공원,20170211,거,3009526,백두장사,3010364,부귀,,,API8_2
3104186,미소진,20220430,암,3015223,제일용사,3013580,한백신화,,,API8_2
3104267,민강불패,20220421,거,3009526,백두장사,3015950,미리내,,,API8_2
3107488,민강의힘,20230408,거,3018896,삼다백호,3016891,측천무후,,,API8_2
3104576,바다왕자,20220510,수,3014974,터보킹,3016975,천금산,,,API8_2
3103609,바다황제,20210505,수,3014974,터보킹,3016975,천금산,,,API8_2
3107525,바다황후,20230508,암,3014974,터보킹,3016975,천금산,,,API8_2
