rcDate,rcDay,meet,rcNo,발주시각,rcDist,rank,rcName,budam,prizeCond,ageCond,sexCond,dusu,chulNo,hrNo,hrName,prd,age,sex,ilsu,rating,wgBudam,jkNo,jkName,trNo,trName,owName,chaksun1
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,4,1411561,피노파워,한국,5,거,65,25,52.5,080431,이성재,070086,권승주,강봉한,24750000
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,5,0052902,최강해피,한국,3,수,65,26,52.5,080438,조인권,070134,강형곤,전종섭,24750000
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,6,0051028,하늘폭풍,한국,4,거,65,35,57,080516,다나카,070250,김도현,허도행,24750000
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,7,0051682,배다리보석,한국,4,암,65,23,52.5,080122,신형철,070137,조용배,송한우,24750000
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,8,0052068,성실시대,한국,4,암,65,24,51,080612,(-1)김성현,070142,방동석,이동훈,24750000
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,9,0047173,뉴리더,한국,5,암,65,24,52.5,080423,최시대,070246,손병직,임석수,24750000
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,10,0054760,빅토리스토리,한국,4,거,65,24,52.5,080532,채상현,070301,구현완,혼디,24750000
20260828,금요일,부산경남,4,15:20,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,11,0053868,빅스타,한국,3,암,65,29,52.5,080605,서강주,070086,권승주,이성영,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,1,0046763,하늘평정,한국,5,암,65,23,52.5,080403,김어수,070226,박재호,허도행,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,2,0053210,모어퀴클리,한국,3,암,65,25,52.5,080546,박재이,070246,손병직,양일추,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,3,0053772,용비스카이,한국,3,거,65,29,53,080612,(-1)김성현,070250,김도현,정성진,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,4,0045836,태양으뜸,한국,6,암,65,30,52.5,080606,신윤섭,070137,조용배,이동훈,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,5,0060841,치프블레임,미국,3,거,65,34,56.5,080122,신형철,070143,하무선,에스지이건설,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,6,0046930,위라이크머니,한국,5,암,65,23,52.5,080580,전진구,070137,조용배,유상호,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,7,0050929,승리예약,한국,4,암,65,26,51,080610,(-2)이홍락,070134,강형곤,권주순,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,8,0051035,팀서프라이즈,한국,4,암,65,24,52.5,080423,최시대,070086,권승주,박동준,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,9,0051702,아리온의빛,한국,4,거,65,34,56.5,080532,채상현,070143,하무선,권진환,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,10,0051550,홀리데이퀸,한국,4,암,65,34,54.5,080516,다나카,070250,김도현,이종석,24750000
20260828,금요일,부산경남,5,16:15,1300,국5등급,일반,핸디캡,R1~35,연령오픈,성별오픈,11,11,0052791,캐럿킹,한국,3,수,65,27,53,080605,서강주,070086,권승주,손병철,24750000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,1,0053009,대로의빛,한국,3,암,65,42,52.5,080431,이성재,070086,권승주,이경헌,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,2,0053007,올더베스트,한국(포),3,암,65,45,54,080562,이동하,070130,백광열,박웅진,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,3,1412327,진주빛,한국,5,암,65,40,52.5,080421,송경윤,070129,최기홍,이경헌,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,4,0051088,탐라퍼스트,한국,4,수,65,38,52.5,080565,정도윤,070249,문현철,김영순,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,5,0053766,러너스하이,한국,3,수,65,45,56,080438,조인권,070142,방동석,박의주,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,6,0047187,상하이선더,한국,5,수,65,44,55.5,080568,다실바,070136,민장기,김욱수,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,7,0053701,레전드히트,한국,3,수,65,48,57.5,080566,최은경,070142,방동석,김준현,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,8,0053861,비케이스피릿,한국,3,암,65,39,52.5,080551,진겸,070134,강형곤,함승원,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,9,0051722,퀸스파이시,한국,4,암,65,45,54,080546,박재이,070223,강은석,고재완,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,10,0051975,오아시스위키,한국,4,거,65,44,55.5,080423,최시대,070130,백광열,이장현,33000000
20260828,금요일,부산경남,6,17:10,1200,국4등급,일반,핸디캡,R1~50,연령오픈,성별오픈,11,11,0044888,밀크데이,한국,7,수,65,36,52.5,080122,신형철,070137,조용배,김근영,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,1,0054679,프라임록,미국,4,거,65,36,52.5,080403,김어수,070223,강은석,곽종수,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,2,0054798,장고맨,한국,3,수,65,45,55.5,080421,송경윤,070136,민장기,이경희,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,3,0046458,스타파크,한국,6,거,65,37,52.5,080122,신형철,070137,조용배,김무현,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,4,0054188,헤이브로,한국,3,수,65,37,52.5,080566,최은경,070194,토마스,박병현,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,5,0053056,운주매직,한국,3,수,65,38,52.5,080423,최시대,070086,권승주,부수선,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,6,0051228,올라운드원,한국,4,거,65,41,53.5,080516,다나카,070180,안우성,김혜진,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,7,0058203,토함산소닉,일본,3,수,65,42,54,080562,이동하,070130,백광열,박웅진,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,8,0051840,바벨모모,한국,4,수,65,48,54,080620,(-3)손경민,070250,김도현,김명환,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,9,0053623,매직미러,한국,3,거,65,48,57,080565,정도윤,070128,임금만,신윤경,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,10,0053190,스카일러지유,한국(포),3,수,65,43,54.5,080484,서승운,070249,문현철,류민수,33000000
20260828,금요일,부산경남,7,18:30,1800,혼4등급,일반,핸디캡,R0~50,연령오픈,성별오픈,11,11,0046079,무등산,미국,7,거,65,42,54,080605,서강주,070223,강은석,희망홀스,33000000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,1,0045399,아무르,한국,6,암,65,53,52.5,080421,송경윤,070301,구현완,박광순,41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,2,0053366,모멘텀,한국,3,암,65,58,55,080484,서승운,070143,하무선,투애니포,41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,3,0050699,유니언챔프,한국,4,암,65,54,53,080565,정도윤,070249,문현철,류주영,41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,4,0046218,대호나라,한국,6,암,65,56,54,080546,박재이,070223,강은석,고재완,41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,5,0047478,금아프리시드,한국,5,암,65,51,52.5,080551,진겸,070141,이상영,금아산업(주),41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,6,0051928,월드블루핀캣,한국,4,암,65,48,52.5,080438,조인권,070142,방동석,윤지중,41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,7,0051989,퀸티케,한국,4,암,65,62,57,080431,이성재,070086,권승주,손병철,41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,8,0053534,클리어리위너,한국,3,암,65,56,54,080568,다실바,070176,구영준,신우철,41250000
20260828,금요일,부산경남,8,19:25,1400,국3등급,일반,핸디캡,R1~65,연령오픈,암,9,9,0046933,컬럼비아챔프,한국,5,암,65,51,51,080620,(-3)손경민,070086,권승주,백용덕,41250000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,1,3107913,영웅대정,제,3,거,67,0,55,003084,김한남,002038,김길홍,차동헌,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,2,3107314,서유기,제,3,수,67,0,55,003044,정명일,002023,한상배,강재필,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,3,3104324,수리수리,제,4,암,67,0,55,003073,김다영,002039,문성호,김민규,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,4,3108168,청운질주,제,3,암,67,0,55,003082,김홍권,002033,강영진,강학민,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,5,3107903,만광,제,3,수,67,0,55,003077,강수한,002038,김길홍,조창규,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,6,3109223,명품대로,제,2,수,67,0,55,003081,김준호,002036,강태종,강기정,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,7,3108666,만리질주,제,2,암,67,0,55,003058,한영민,002032,김태준,김기준,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,8,3107584,대운,제,3,암,67,0,55,003087,임재광,002021,윤덕상,현태송,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,9,3107828,직진기,제,3,암,67,0,55,003094,곽석,002042,김대연,홍규식,7000000
20260828,금요일,제주,1,13:15,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,10,3107905,색달신화,제,3,암,67,0,55,003075,원유일,002041,윤호상,강승호,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,1,3107491,백두명성,제,3,거,67,0,55,003086,이동준,002039,문성호,강영수,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,2,3107888,빈체로,제,3,거,67,0,55,003089,박성광,002034,이태용,안평림,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,3,3107373,적통자,제,3,거,67,0,55,003084,김한남,002041,윤호상,강춘시,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,4,3107462,비상특급,제,3,암,67,0,55,003092,이성민,002026,고영덕,백마,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,5,3107316,에스프리,제,3,거,67,0,55,003070,전현준,002029,이준호,양우선,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,6,3105496,괜찮아,제,4,거,67,0,55,003077,강수한,002036,강태종,김경민,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,7,3109182,청호질주,제,2,수,67,0,55,003087,임재광,002023,한상배,이정언,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,8,3107456,출정식,제,3,암,67,0,55,003055,장우성,002021,윤덕상,강춘시,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,9,3107909,금빛신화,제,3,거,67,0,55,003075,원유일,002033,강영진,신영미,7000000
20260828,금요일,제주,2,14:05,900,제6등급,일반,별정A,700만원 미만,4세이하,성별오픈,10,10,3108885,일위도강,제,4,거,67,0,55,003073,김다영,002039,문성호,김민규,7000000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,1,3105317,신통방통,제,4,거,67,2,53.5,003075,원유일,002032,김태준,김한진,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,2,3104741,무주영웅,제,4,암,67,6,55.5,003080,문현진,002026,고영덕,윤재곤,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,3,3104592,우아우아,제,4,암,67,4,54.5,003058,한영민,002030,최기호,김형훈,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,4,3107353,청룡바람,제,3,거,67,10,57.5,003082,김홍권,002033,강영진,청룡,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,5,3104277,세계왕자,제,4,거,67,8,56.5,003094,곽석,002027,강대은,고임계,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,6,3107884,마조여신,제,3,암,67,1,53,003081,김준호,002036,강태종,안평림,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,7,3103951,자유열매,제,5,거,67,1,53,003089,박성광,002034,이태용,이영대,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,8,3105271,돈마천하,제,4,거,67,1,53,003077,강수한,002038,김길홍,돈마,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,9,3107908,투혼여제,제,3,암,67,9,57,003070,전현준,002042,김대연,신영미,10500000
20260828,금요일,제주,3,14:55,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,10,3103807,신천여제,제,5,암,67,11,58,003092,이성민,002018,신경호,강인선,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,1,3104317,아름나,제,4,암,67,4,52.5,003092,이성민,002041,윤호상,문애순,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,2,3103947,자유시대,제,5,거,67,9,55,003087,임재광,002031,심도연,부건영,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,3,3102470,명품함성,제,6,암,67,14,57.5,003053,안득수,002027,강대은,박병철,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,4,3105484,스트롱캣,제,4,거,67,3,52,003089,박성광,002034,이태용,부건영,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,5,3108145,천상태양,제,3,거,67,9,55,003080,문현진,002026,고영덕,최남단,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,6,3019033,광해군,제,7,거,67,15,58,003096,양민재,002013,변용호,현상진,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,7,3107295,블랙타이거,제,3,암,67,12,56.5,003082,김홍권,002033,강영진,변완수,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,8,3102610,비룡신공,제,6,거,67,1,51,003058,한영민,002032,김태준,김무현,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,9,3107868,파워스타,제,3,암,67,11,56,003077,강수한,002030,최기호,이영대,10500000
20260828,금요일,제주,4,15:45,1000,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,10,3107933,폭풍군단,제,3,거,67,18,59.5,003094,곽석,002042,김대연,이창근,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,1,3108248,해피초원,제,3,암,67,3,52,003077,강수한,002034,이태용,송자민,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,2,3104732,대륙황후,제,4,암,67,19,60,003080,문현진,002018,신경호,신상섭,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,3,3105245,비룡진주,제,4,암,67,1,51,003075,원유일,002041,윤호상,문애순,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,4,3107862,태자주니어,제,3,수,67,13,57,003081,김준호,002036,강태종,서정숙,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,5,3103652,한라제패,제,5,거,67,11,56,003082,김홍권,002029,이준호,변공민,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,6,3104799,세모다,제,4,거,67,11,56,003058,한영민,002023,한상배,송자민,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,7,3107556,불꽃강자,제,3,거,67,8,54.5,003087,임재광,002031,심도연,강영수,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,8,3104697,으뜸여신,제,4,암,67,15,58,003053,안득수,002027,강대은,김민규,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,9,3103626,한백최강,제,5,거,67,7,54,003094,곽석,002042,김대연,김영구,10500000
20260828,금요일,제주,5,16:40,1110,제5등급,일반,핸디캡,R1~20,2세이상,성별오픈,10,10,3101834,대향연,제,6,거,67,15,58,003070,전현준,002029,이준호,오치영,10500000
20260828,금요일,제주,6,17:50,1110,제4등급,일반,핸디캡,R21~40,2세이상,성별오픈,10,1,3102752,천비왕자,제,6,거,67,35,57.5,003073,김다영,002039,문성호,김민규,13000000
20260828,금요일,제주,6,17:50,1110,제4등급,일반,핸디캡,R21~40,2세이상,성별오픈,10,2,3104160,달빛소리,제,4,암,67,38,59,003087,임재광,002031,심도연,오경보,13000000
