rcDate,rcDay,meet,rcNo,rcName,rcDist,rank,budam,prizeCond,ageCond,sexCond,chulNo,hrNo,hrName,hrNameEn,name,age,sex,ilsu,rating,wgBudam,jkNo,jkName,trNo,trName,owNo,owName,chaksun1,chaksun2,chaksun3,chaksun4,chaksun5
20260828,금요일,부산경남,2,일반,1600,국6등급,별정A,R0~0,연령오픈,성별오픈,8,0053371,포에버로드,FOREVER ROAD,한국,3,암,65,0,52,080610,이홍락,070134,강형곤,121058,하나레저,16500000,6600000,4200000,1500000,1200000
20260828,금요일,부산경남,2,일반,1600,국6등급,별정A,R0~0,연령오픈,성별오픈,9,0056540,닥터에이트,DOCTOR ATE,한국,2,수,65,0,54.5,080562,이동하,070130,백광열,117002,권혁희,16500000,6600000,4200000,1500000,1200000
20260828,금요일,부산경남,2,일반,1600,국6등급,별정A,R0~0,연령오픈,성별오픈,10,0054004,레드킹,RED KING,한국,3,수,65,0,53,080620,손경민,070086,권승주,123003,정우종합건설(주),16500000,6600000,4200000,1500000,1200000
20260828,금요일,부산경남,2,일반,1600,국6등급,별정A,R0~0,연령오픈,성별오픈,11,0053938,챔프의향기,CHAMPUI HYANGGI,한국,3,암,65,0,54,080566,최은경,070128,임금만,112004,류주영,16500000,6600000,4200000,1500000,1200000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,1,0053485,베스트타이거,BEST TIGER,한국,3,거,65,30,51.5,080620,손경민,070249,문현철,125014,(주)메타플렉스,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,2,0053154,보령의신용,BORYEONGUI SINYONG,한국,3,암,65,35,55,080565,정도윤,070291,유현명,104077,최원길,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,3,0052899,플렉스칸,FLEX KHAN,한국,3,수,65,28,53.5,080566,최은경,070136,민장기,105022,송문관,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,4,0053841,닥터에이스,DOCTOR ACE,한국,3,수,65,25,52.5,080605,서강주,070130,백광열,117002,권혁희,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,5,0051666,남해매직,NAMHAE MAGIC,한국,4,수,65,29,54,080551,진겸,070128,임금만,104146,김갑수,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,6,0047545,앨리스마린,ALICE MARINE,한국,5,암,65,31,53,080421,송경윤,070263,양영남,112286,이경희,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,7,0054866,월드트리,WORLD TREE,한국,3,거,65,30,54.5,080562,이동하,070302,손병철,113127,김지열,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,8,0046391,하늘불패,HANEUL BULPAE,한국,6,수,65,35,57,080532,채상현,070226,박재호,104127,허도행,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,9,0045997,투투플라잉,TWOTWO FLYING,한국,6,암,65,31,53,080122,신형철,070137,조용배,201751,차청일,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,10,0050744,달빛위에,DALBITWIE,한국,4,거,65,26,52.5,080568,다실바,070194,토마스,065127,페가수스,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,3,일반,1400,국5등급,핸디캡,R1~35,연령오픈,성별오픈,11,0051626,퀸더골드,QUEEN THE GOLD,한국,4,암,65,24,52.5,080431,이성재,070086,권승주,112288,조창환,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,1,0053814,가온보스,GAON BOSS,미국,5,거,65,30,54.5,080568,다실바,070136,민장기,119001,강호남,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,2,0053973,태평플렉스,TAEPYEONG FLEX,한국,3,암,65,25,52.5,080606,신윤섭,070143,하무선,121013,에스지이건설,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,3,0054672,무쌍의반석,MUSSANGUI BANSEOK,미국,4,거,65,34,56.5,080580,전진구,070263,양영남,104134,임병효,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,4,1411561,피노파워,PINOT POWER,한국,5,거,65,25,52.5,080431,이성재,070086,권승주,113119,강봉한,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,5,0052902,최강해피,CHOEGANG HAPPY,한국,3,수,65,26,52.5,080438,조인권,070134,강형곤,105008,전종섭,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,6,0051028,하늘폭풍,HANEUL POKPUNG,한국,4,거,65,35,57,080516,다나카,070250,김도현,104127,허도행,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,7,0051682,배다리보석,BAEDARI BOSEOK,한국,4,암,65,23,52.5,080122,신형철,070137,조용배,110050,송한우,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,8,0052068,성실시대,SEONGSIL SIDAE,한국,4,암,65,24,51,080612,김성현,070142,방동석,104112,이동훈,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,9,0047173,뉴리더,NEW LEADER,한국,5,암,65,24,52.5,080423,최시대,070246,손병직,112047,임석수,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,10,0054760,빅토리스토리,VICTORY STORY,한국,4,거,65,24,52.5,080532,채상현,070301,구현완,121054,혼디,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,4,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,11,0053868,빅스타,BIG STAR,한국,3,암,65,29,52.5,080605,서강주,070086,권승주,106079,이성영,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,1,0046763,하늘평정,HANEULPYEONGJEONG,한국,5,암,65,23,52.5,080403,김어수,070226,박재호,104127,허도행,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,2,0053210,모어퀴클리,MORE QUICKLY,한국,3,암,65,25,52.5,080546,박재이,070246,손병직,215356,양일추,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,3,0053772,용비스카이,YONGBI SKY,한국,3,거,65,29,53,080612,김성현,070250,김도현,122013,정성진,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,4,0045836,태양으뜸,TAEYANG EUTTEUM,한국,6,암,65,30,52.5,080606,신윤섭,070137,조용배,104112,이동훈,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,5,0060841,치프블레임,CHIEF BLAME,미국,3,거,65,34,56.5,080122,신형철,070143,하무선,121013,에스지이건설,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,6,0046930,위라이크머니,WE LIKE MONEY,한국,5,암,65,23,52.5,080580,전진구,070137,조용배,104103,유상호,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,7,0050929,승리예약,SEUNGNI YEYAK,한국,4,암,65,26,51,080610,이홍락,070134,강형곤,065121,권주순,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,8,0051035,팀서프라이즈,TEAM SURPRISE,한국,4,암,65,24,52.5,080423,최시대,070086,권승주,105228,박동준,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,9,0051702,아리온의빛,ARIONUI BIT,한국,4,거,65,34,56.5,080532,채상현,070143,하무선,122021,권진환,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,10,0051550,홀리데이퀸,HOLIDAY QUEEN,한국,4,암,65,34,54.5,080516,다나카,070250,김도현,111078,이종석,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,5,일반,1300,국5등급,핸디캡,R1~35,연령오픈,성별오픈,11,0052791,캐럿킹,CARAT KING,한국,3,수,65,27,53,080605,서강주,070086,권승주,110058,손병철,24750000,9900000,6300000,2250000,1800000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,1,0053009,대로의빛,DAEROUI BIT,한국,3,암,65,42,52.5,080431,이성재,070086,권승주,124041,이경헌,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,2,0053007,올더베스트,ALL THE BEST,한국,3,암,65,45,54,080562,이동하,070130,백광열,103007,박웅진,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,3,1412327,진주빛,JINJU BIT,한국,5,암,65,40,52.5,080421,송경윤,070129,최기홍,124041,이경헌,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,4,0051088,탐라퍼스트,TAMNA FIRST,한국,4,수,65,38,52.5,080565,정도윤,070249,문현철,117003,김영순,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,5,0053766,러너스하이,RUNNERS HIGH,한국,3,수,65,45,56,080438,조인권,070142,방동석,112016,박의주,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,6,0047187,상하이선더,SHANGHAI THUNDER,한국,5,수,65,44,55.5,080568,다실바,070136,민장기,104096,김욱수,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,7,0053701,레전드히트,LEGEND HIT,한국,3,수,65,48,57.5,080566,최은경,070142,방동석,106289,김준현,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,8,0053861,비케이스피릿,B K. SPIRIT,한국,3,암,65,39,52.5,080551,진겸,070134,강형곤,109142,함승원,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,9,0051722,퀸스파이시,QUEEN SPICY,한국,4,암,65,45,54,080546,박재이,070223,강은석,105119,고재완,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,10,0051975,오아시스위키,OASIS WICKY,한국,4,거,65,44,55.5,080423,최시대,070130,백광열,117004,이장현,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,6,일반,1200,국4등급,핸디캡,R1~50,연령오픈,성별오픈,11,0044888,밀크데이,MILK DAY,한국,7,수,65,36,52.5,080122,신형철,070137,조용배,106272,김근영,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,1,0054679,프라임록,PRIME ROCK,미국,4,거,65,36,52.5,080403,김어수,070223,강은석,104123,곽종수,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,2,0054798,장고맨,JANGGO MAN,한국,3,수,65,45,55.5,080421,송경윤,070136,민장기,112286,이경희,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,3,0046458,스타파크,STAR PARK,한국,6,거,65,37,52.5,080122,신형철,070137,조용배,106043,김무현,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,4,0054188,헤이브로,HEY BRO,한국,3,수,65,37,52.5,080566,최은경,070194,토마스,112290,박병현,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,5,0053056,운주매직,UNJU MAGIC,한국,3,수,65,38,52.5,080423,최시대,070086,권승주,118013,부수선,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,6,0051228,올라운드원,ALL ROUND ONE,한국,4,거,65,41,53.5,080516,다나카,070180,안우성,118011,김혜진,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,7,0058203,토함산소닉,TOHAMSAN SONIC,일본,3,수,65,42,54,080562,이동하,070130,백광열,103007,박웅진,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,8,0051840,바벨모모,BARBELL MOMO,한국,4,수,65,48,54,080620,손경민,070250,김도현,113133,김명환,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,9,0053623,매직미러,MAGIC MIRROR,한국,3,거,65,48,57,080565,정도윤,070128,임금만,112292,신윤경,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,10,0053190,스카일러지유,SKYLOR JIYOU,한국,3,수,65,43,54.5,080484,서승운,070249,문현철,123011,류민수,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,7,일반,1800,혼4등급,핸디캡,R0~50,연령오픈,성별오픈,11,0046079,무등산,MUDEUNGSAN,미국,7,거,65,42,54,080605,서강주,070223,강은석,121052,희망홀스,33000000,13200000,8400000,3000000,2400000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,1,0045399,아무르,AMUR,한국,6,암,65,53,52.5,080421,송경윤,070301,구현완,104131,박광순,41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,2,0053366,모멘텀,MOMENTUM,한국,3,암,65,58,55,080484,서승운,070143,하무선,121063,투애니포,41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,3,0050699,유니언챔프,UNION CHAMP,한국,4,암,65,54,53,080565,정도윤,070249,문현철,112004,류주영,41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,4,0046218,대호나라,DAEHO NARA,한국,6,암,65,56,54,080546,박재이,070223,강은석,105119,고재완,41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,5,0047478,금아프리시드,GEUMA PRECEDE,한국,5,암,65,51,52.5,080551,진겸,070141,이상영,117038,금아산업(주),41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,6,0051928,월드블루핀캣,WORLD BLUE PIN CAT,한국,4,암,65,48,52.5,080438,조인권,070142,방동석,104100,윤지중,41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,7,0051989,퀸티케,QUEEN TYCHE,한국,4,암,65,62,57,080431,이성재,070086,권승주,110058,손병철,41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,8,0053534,클리어리위너,CLEARLY WINNER,한국,3,암,65,56,54,080568,다실바,070176,구영준,110056,신우철,41250000,16500000,10500000,3750000,3000000
20260828,금요일,부산경남,8,일반,1400,국3등급,핸디캡,R1~65,연령오픈,암,9,0046933,컬럼비아챔프,COLUMBIA CHAMP,한국,5,암,65,51,51,080620,손경민,070086,권승주,118028,백용덕,41250000,16500000,10500000,3750000,3000000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,1,3107913,영웅대정,YEONGUNGDAEJEONG,한국,3,거,67,0,55,003084,김한남,002038,김길홍,124022,차동헌,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,2,3107314,서유기,SEOYUGI,한국,3,수,67,0,55,003044,정명일,002023,한상배,118025,강재필,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,3,3104324,수리수리,SURISURI,한국,4,암,67,0,55,003073,김다영,002039,문성호,124018,김민규,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,4,3108168,청운질주,CHEONGUNJILJU,한국,3,암,67,0,55,003082,김홍권,002033,강영진,001184,강학민,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,5,3107903,만광,MANGWANG,한국,3,수,67,0,55,003077,강수한,002038,김길홍,001112,조창규,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,6,3109223,명품대로,MYEONGPUMDAERO,한국,2,수,67,0,55,003081,김준호,002036,강태종,214799,강기정,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,7,3108666,만리질주,MALLIJILJU,한국,2,암,67,0,55,003058,한영민,002032,김태준,206028,김기준,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,8,3107584,대운,DAEUN,한국,3,암,67,0,55,003087,임재광,002021,윤덕상,206025,현태송,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,9,3107828,직진기,JIKJINGI,한국,3,암,67,0,55,003094,곽석,002042,김대연,116020,홍규식,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,1,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,10,3107905,색달신화,SAEKDALSINHWA,한국,3,암,67,0,55,003075,원유일,002041,윤호상,116007,강승호,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,1,3107491,백두명성,BAEKDUMYEONGSEONG,한국,3,거,67,0,55,003086,이동준,002039,문성호,001074,강영수,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,2,3107888,빈체로,VINCERO,한국,3,거,67,0,55,003089,박성광,002034,이태용,121038,안평림,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,3,3107373,적통자,JEOKTONGJA,한국,3,거,67,0,55,003084,김한남,002041,윤호상,001010,강춘시,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,4,3107462,비상특급,BISANGTEUKGEUP,한국,3,암,67,0,55,003092,이성민,002026,고영덕,124034,백마,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,5,3107316,에스프리,ESPRI,한국,3,거,67,0,55,003070,전현준,002029,이준호,121041,양우선,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,6,3105496,괜찮아,GWAENCHANA,한국,4,거,67,0,55,003077,강수한,002036,강태종,001173,김경민,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,7,3109182,청호질주,CHEONGHOJILJU,한국,2,수,67,0,55,003087,임재광,002023,한상배,124026,이정언,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,8,3107456,출정식,CHULJEONGSIK,한국,3,암,67,0,55,003055,장우성,002021,윤덕상,001010,강춘시,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,9,3107909,금빛신화,GEUMBITSINHWA,한국,3,거,67,0,55,003075,원유일,002033,강영진,117045,신영미,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,2,일반,900,제6등급,별정A,700만원 미만,4세이하,성별오픈,10,3108885,일위도강,IRWIDOGANG,한국,4,거,67,0,55,003073,김다영,002039,문성호,124018,김민규,7000000,3220000,2100000,980000,700000
20260828,금요일,제주,3,일반,1000,제5등급,핸디캡,R1~20,2세이상,성별오픈,1,3105317,신통방통,SINTONGBANGTONG,한국,4,거,67,2,53.5,003075,원유일,002032,김태준,001093,김한진,10500000,4830000,3150000,1470000,1050000
20260828,금요일,제주,3,일반,1000,제5등급,핸디캡,R1~20,2세이상,성별오픈,2,3104741,무주영웅,MUJUYEONGUNG,한국,4,암,67,6,55.5,003080,문현진,002026,고영덕,206032,윤재곤,10500000,4830000,3150000,1470000,1050000
20260828,금요일,제주,3,일반,1000,제5등급,핸디캡,R1~20,2세이상,성별오픈,3,3104592,우아우아,UAUA,한국,4,암,67,4,54.5,003058,한영민,002030,최기호,116014,김형훈,10500000,4830000,3150000,1470000,1050000
20260828,금요일,제주,3,일반,1000,제5등급,핸디캡,R1~20,2세이상,성별오픈,4,3107353,청룡바람,CHEONGRYONGBARAM,한국,3,거,67,10,57.5,003082,김홍권,002033,강영진,117051,청룡,10500000,4830000,3150000,1470000,1050000
20260828,금요일,제주,3,일반,1000,제5등급,핸디캡,R1~20,2세이상,성별오픈,5,3104277,세계왕자,SEGYEWANGJA,한국,4,거,67,8,56.5,003094,곽석,002027,강대은,001185,고임계,10500000,4830000,3150000,1470000,1050000
20260828,금요일,제주,3,일반,1000,제5등급,핸디캡,R1~20,2세이상,성별오픈,6,3107884,마조여신,MAJOYEOSIN,한국,3,암,67,1,53,003081,김준호,002036,강태종,121038,안평림,10500000,4830000,3150000,1470000,1050000
