race_id,pool,combo,odds
20160826_3_4,연승식,9,1.9
20160826_3_4,단승식,9,5.5
20160826_3_4,복승식,4-9,5.4
20160826_3_4,복연승식,1-4,3
20160826_3_4,복연승식,1-9,7.3
20160826_3_4,복연승식,4-9,2.1
20160826_3_4,쌍승식,9-4,11.4
20160826_3_4,삼복승식,1-4-9,10.3
20160826_3_4,삼쌍승식,9-4-1,52.6
20160826_3_5,연승식,2,3.1
20160826_3_5,연승식,5,1.8
20160826_3_5,연승식,6,1.2
20160826_3_5,단승식,6,2.3
20160826_3_5,복승식,5-6,10
20160826_3_5,복연승식,2-5,14.8
20160826_3_5,복연승식,2-6,4.8
20160826_3_5,복연승식,5-6,3.5
20160826_3_5,쌍승식,6-5,14
20160826_3_5,삼복승식,2-5-6,37.6
20160826_3_5,삼쌍승식,6-5-2,115.1
20160826_3_6,연승식,4,5.2
20160826_3_6,연승식,6,1.1
20160826_3_6,연승식,7,7.7
20160826_3_6,단승식,6,1.2
20160826_3_6,복연승식,4-6,2.7
20160826_3_6,복연승식,4-7,22.7
20160826_3_6,복연승식,6-7,3.7
20160826_3_6,복승식,4-6,6.8
20160826_3_6,쌍승식,6-4,8.1
20160826_3_6,삼복승식,4-6-7,34.2
20160826_3_6,삼쌍승식,6-4-7,67.2
20160826_3_7,연승식,5,3.5
20160826_3_7,연승식,7,1.9
20160826_3_7,연승식,8,2.3
20160826_3_7,단승식,8,10.8
20160826_3_7,복연승식,5-7,9.5
20160826_3_7,복연승식,5-8,17.2
20160826_3_7,복연승식,7-8,4.8
20160826_3_7,복승식,7-8,16.2
20160826_3_7,쌍승식,8-7,43.7
20160826_3_7,삼복승식,5-7-8,69.3
20160826_3_7,삼쌍승식,8-7-5,512.1
20160826_3_8,연승식,2,1.3
20160826_3_8,연승식,5,3.6
20160826_3_8,연승식,10,1.3
20160826_3_8,단승식,10,2.2
20160826_3_8,복승식,2-10,3.2
20160826_3_8,복연승식,2-5,5.6
20160826_3_8,복연승식,2-10,1.8
20160826_3_8,복연승식,5-10,5
20160826_3_8,쌍승식,10-2,4.9
20160826_3_8,삼복승식,2-5-10,10.9
20160826_3_8,삼쌍승식,10-2-5,24.2
20160826_3_9,연승식,6,1.1
20160826_3_9,연승식,7,1.5
20160826_3_9,연승식,9,2.2
20160826_3_9,단승식,7,5.4
20160826_3_9,복연승식,6-7,2.2
20160826_3_9,복연승식,6-9,2.6
20160826_3_9,복연승식,7-9,4.2
20160826_3_9,복승식,7-9,14.8
20160826_3_9,쌍승식,7-9,28.2
20160826_3_9,삼복승식,6-7-9,9
20160826_3_9,삼쌍승식,7-9-6,95.8
20160826_3_10,연승식,1,2.6
20160826_3_10,연승식,6,10.1
20160826_3_10,연승식,7,1.2
20160826_3_10,단승식,7,1.7
20160826_3_10,복승식,1-7,5.3
20160826_3_10,복연승식,1-6,10.1
20160826_3_10,복연승식,1-7,1.9
20160826_3_10,복연승식,6-7,6.1
20160826_3_10,쌍승식,7-1,7.8
20160826_3_10,삼복승식,1-6-7,26.9
20160826_3_10,삼쌍승식,7-1-6,61.1
20160826_3_11,연승식,1,1.6
20160826_3_11,연승식,3,1.4
20160826_3_11,연승식,6,1.4
20160826_3_11,단승식,6,3.7
20160826_3_11,복연승식,1-3,3.7
20160826_3_11,복연승식,1-6,3.8
20160826_3_11,복연승식,3-6,2.2
20160826_3_11,복승식,1-6,12.4
20160826_3_11,쌍승식,6-1,18.3
20160826_3_11,삼복승식,1-3-6,9.1
20160826_3_11,삼쌍승식,6-1-3,57.8
20160902_3_1,연승식,1,1
20160902_3_1,연승식,7,1.2
20160902_3_1,연승식,11,25.1
20160902_3_1,단승식,7,4.1
20160902_3_1,복승식,1-7,3
20160902_3_1,복연승식,1-7,1.6
20160902_3_1,복연승식,1-11,32.4
20160902_3_1,복연승식,7-11,23.8
20160902_3_1,쌍승식,7-1,7
20160902_3_1,삼복승식,1-7-11,73.5
20160902_3_1,삼쌍승식,7-1-11,213.1
20160902_3_2,연승식,3,9.1
20160902_3_2,연승식,9,1.1
20160902_3_2,연승식,10,4.3
20160902_3_2,단승식,9,1.4
20160902_3_2,복연승식,3-9,11.4
20160902_3_2,복연승식,3-10,90.5
20160902_3_2,복연승식,9-10,4.3
20160902_3_2,복승식,9-10,10.2
20160902_3_2,쌍승식,9-10,11.5
20160902_3_2,삼복승식,3-9-10,128.1
20160902_3_2,삼쌍승식,9-10-3,285.4
20160902_3_3,연승식,1,1.4
20160902_3_3,연승식,8,7.7
20160902_3_3,연승식,9,1.2
20160902_3_3,단승식,9,2.8
20160902_3_3,복연승식,1-8,14.2
20160902_3_3,복연승식,1-9,2.1
20160902_3_3,복연승식,8-9,9
20160902_3_3,복승식,8-9,28.8
20160902_3_3,쌍승식,9-8,37.7
20160902_3_3,삼복승식,1-8-9,32
20160902_3_3,삼쌍승식,9-8-1,182.4
20160902_3_4,연승식,6,1.9
20160902_3_4,연승식,8,1.5
20160902_3_4,연승식,11,3.1
20160902_3_4,단승식,8,2.6
20160902_3_4,복연승식,6-8,3
20160902_3_4,복연승식,6-11,10.2
20160902_3_4,복연승식,8-11,6.8
20160902_3_4,복승식,8-11,21.4
20160902_3_4,쌍승식,8-11,30.7
20160902_3_4,삼복승식,6-8-11,35
20160902_3_4,삼쌍승식,8-11-6,166.6
20160902_3_5,연승식,4,2.5
20160902_3_5,연승식,6,1.3
20160902_3_5,연승식,9,2
20160902_3_5,단승식,9,5.9
20160902_3_5,복승식,6-9,8.3
20160902_3_5,복연승식,4-6,4.4
20160902_3_5,복연승식,4-9,8.6
20160902_3_5,복연승식,6-9,2.8
20160902_3_5,쌍승식,9-6,23.1
20160902_3_5,삼복승식,4-6-9,25.6
20160902_3_5,삼쌍승식,9-6-4,193.7
20160902_3_6,연승식,4,1.6
20160902_3_6,연승식,7,1.6
20160902_3_6,연승식,8,1.7
20160902_3_6,단승식,4,3.5
20160902_3_6,복연승식,4-7,3
20160902_3_6,복연승식,4-8,4.1
20160902_3_6,복연승식,7-8,4.3
20160902_3_6,복승식,4-7,7.3
20160902_3_6,쌍승식,4-7,13.1
20160902_3_6,삼복승식,4-7-8,11.8
20160902_3_6,삼쌍승식,4-7-8,45.3
20160902_3_7,연승식,1,1.2
20160902_3_7,연승식,7,2.1
20160902_3_7,연승식,9,1.2
20160902_3_7,단승식,7,20.7
20160902_3_7,복승식,1-7,16.8
20160902_3_7,복연승식,1-7,4.3
20160902_3_7,복연승식,1-9,1.4
20160902_3_7,복연승식,7-9,3.7
20160902_3_7,쌍승식,7-1,65
20160902_3_7,삼복승식,1-7-9,6.4
20160902_3_7,삼쌍승식,7-1-9,178.3
20160902_3_8,연승식,3,1.2
20160902_3_8,연승식,7,1.7
20160902_3_8,연승식,8,1.7
20160902_3_8,단승식,3,2
20160902_3_8,복승식,3-7,7.3
20160902_3_8,복연승식,3-7,2.9
20160902_3_8,복연승식,3-8,1.9
20160902_3_8,복연승식,7-8,4.9
20160902_3_8,쌍승식,3-7,11.4
20160902_3_8,삼복승식,3-7-8,7.8
20160902_3_8,삼쌍승식,3-7-8,29.3
20160902_3_9,연승식,8,1.2
20160902_3_9,연승식,9,3.6
20160902_3_9,연승식,10,11.7
20160902_3_9,단승식,8,1.5
20160902_3_9,복승식,8-9,11.7
20160902_3_9,복연승식,8-9,6.4
20160902_3_9,복연승식,8-10,14.7
20160902_3_9,복연승식,9-10,58.6
20160902_3_9,쌍승식,8-9,13.2
20160902_3_9,삼복승식,8-9-10,100.3
20160902_3_9,삼쌍승식,8-9-10,237.3
20160902_3_10,연승식,1,1.4
20160902_3_10,연승식,7,1.5
20160902_3_10,연승식,12,1.8
20160902_3_10,단승식,1,3
20160902_3_10,복연승식,1-7,2.4
20160902_3_10,복연승식,1-12,3.2
20160902_3_10,복승식,1-12,8.2
20160902_3_10,복연승식,7-12,3.3
20160902_3_10,쌍승식,1-12,12.4
20160902_3_10,삼복승식,1-7-12,6.7
20160902_3_10,삼쌍승식,1-12-7,32.5
20160902_3_11,연승식,4,1.3
20160902_3_11,연승식,2,1.1
20160902_3_11,연승식,9,2
20160902_3_11,단승식,9,12.3
20160902_3_11,복승식,2-9,9.2
20160902_3_11,복연승식,2-4,1.6
20160902_3_11,복연승식,2-9,3.3
20160902_3_11,복연승식,4-9,4.8
20160902_3_11,쌍승식,9-2,31.3
20160902_3_11,삼복승식,2-4-9,7.2
20160902_3_11,삼쌍승식,9-2-4,130.5
20160904_3_1,연승식,2,3.1
20160904_3_1,연승식,8,1.7
20160904_3_1,연승식,9,3.4
20160904_3_1,단승식,8,6.6
20160904_3_1,복연승식,2-8,11.5
20160904_3_1,복연승식,2-9,18.5
20160904_3_1,복승식,8-9,41.8
20160904_3_1,복연승식,8-9,12
20160904_3_1,쌍승식,8-9,87.6
20160904_3_1,삼복승식,2-8-9,149.4
20160904_3_1,삼쌍승식,8-9-2,868.8
20160904_3_2,연승식,4,2.1
20160904_3_2,연승식,6,1.1
20160904_3_2,연승식,8,3.1
20160904_3_2,단승식,6,1.4
20160904_3_2,복연승식,4-6,2.9
20160904_3_2,복연승식,4-8,17.3
20160904_3_2,복연승식,6-8,3.5
20160904_3_2,쌍승식,6-8,12.2
20160904_3_2,복승식,6-8,10.4
20160904_3_2,삼복승식,4-6-8,24.6
20160904_3_2,삼쌍승식,6-8-4,57.9
20160904_3_3,연승식,4,2.7
20160904_3_3,연승식,8,1.4
20160904_3_3,연승식,10,1.9
20160904_3_3,단승식,8,2.9
20160904_3_3,복승식,4-8,12.3
20160904_3_3,복연승식,4-8,5.7
20160904_3_3,복연승식,4-10,7.3
20160904_3_3,복연승식,8-10,3.1
20160904_3_3,쌍승식,8-4,17.3
20160904_3_3,삼복승식,4-8-10,16.8
20160904_3_3,삼쌍승식,8-4-10,66.9
20160904_3_4,연승식,4,1.1
20160904_3_4,연승식,1,5.3
20160904_3_4,연승식,2,1.8
20160904_3_4,단승식,4,2.1
20160904_3_4,복승식,1-4,24.8
20160904_3_4,복연승식,1-2,18.8
20160904_3_4,복연승식,1-4,8.7
20160904_3_4,복연승식,2-4,2.7
20160904_3_4,쌍승식,4-1,37.3
20160904_3_4,삼복승식,1-2-4,42
20160904_3_4,삼쌍승식,4-1-2,225.8
20160904_3_5,연승식,7,1.4
20160904_3_5,연승식,9,5.6
20160904_3_5,연승식,13,3.6
20160904_3_5,단승식,9,24.3
20160904_3_5,복승식,7-9,32.9
20160904_3_5,복연승식,7-9,13
20160904_3_5,복연승식,7-13,7.2
20160904_3_5,복연승식,9-13,32.1
20160904_3_5,쌍승식,9-7,126.1
20160904_3_5,삼복승식,7-9-13,148.6
20160904_3_5,삼쌍승식,9-7-13,1343.9
20160904_3_6,연승식,2,3.2
20160904_3_6,연승식,5,1.8
20160904_3_6,연승식,10,1.1
20160904_3_6,단승식,10,1.8
20160904_3_6,복연승식,2-5,11.6
20160904_3_6,복연승식,2-10,4.8
20160904_3_6,복연승식,5-10,2.1
20160904_3_6,복승식,5-10,3.8
20160904_3_6,쌍승식,10-5,5.5
20160904_3_6,삼복승식,2-5-10,17.7
20160904_3_6,삼쌍승식,10-5-2,40.6
20160924_1_1,연승식,3,1
20160924_1_1,연승식,5,2.7
20160924_1_1,연승식,10,3.4
20160924_1_1,단승식,10,32.2
20160924_1_1,복승식,5-10,99
20160924_1_1,복연승식,3-5,2.6
20160924_1_1,복연승식,3-10,3.4
20160924_1_1,복연승식,5-10,18.1
20160924_1_1,쌍승식,10-5,307
20160924_1_1,삼복승식,3-5-10,21.3
20160924_1_1,삼쌍승식,10-5-3,772
20160924_1_2,단승식,11,2.2
20160924_1_2,연승식,7,1.9
20160924_1_2,연승식,10,3.2
20160924_1_2,연승식,11,1.2
20160924_1_2,복승식,10-11,8.8
20160924_1_2,복연승식,7-10,9.5
20160924_1_2,복연승식,7-11,2.6
20160924_1_2,복연승식,10-11,3.6
20160924_1_2,쌍승식,11-10,12.5
20160924_1_2,삼복승식,7-10-11,15
20160924_1_2,삼쌍승식,11-10-7,46.9
20160924_1_3,연승식,2,1.1
20160924_1_3,연승식,3,5.3
20160924_1_3,연승식,6,1.8
20160924_1_3,단승식,2,2.1
20160924_1_3,복승식,2-3,29.3
20160924_1_3,쌍승식,2-3,39.5
20160924_1_3,복연승식,2-3,6.5
20160924_1_3,복연승식,2-6,2.4
20160924_1_3,복연승식,3-6,15.7
20160924_1_3,삼복승식,2-3-6,36.7
20160924_1_3,삼쌍승식,2-3-6,233.5
20160924_1_4,연승식,7,2
20160924_1_4,연승식,9,1.9
20160924_1_4,연승식,11,1.6
20160924_1_4,단승식,9,8.2
20160924_1_4,복승식,7-9,35.7
20160924_1_4,복연승식,7-9,8.4
20160924_1_4,쌍승식,9-7,73.6
20160924_1_4,복연승식,7-11,6.1
20160924_1_4,복연승식,9-11,5.2
20160924_1_4,삼복승식,7-9-11,52.7
20160924_1_4,삼쌍승식,9-7-11,437.9
20160924_1_5,연승식,4,1.5
20160924_1_5,연승식,5,5.2
20160924_1_5,연승식,8,5.2
20160924_1_5,단승식,4,4
20160924_1_5,복승식,4-5,40.2
20160924_1_5,쌍승식,4-5,62.9
20160924_1_5,복연승식,4-5,12.9
20160924_1_5,복연승식,4-8,16.1
20160924_1_5,복연승식,5-8,63.1
20160924_1_5,삼복승식,4-5-8,408.7
20160924_1_5,삼쌍승식,4-5-8,1733.1
20160924_1_6,연승식,1,1.2
20160924_1_6,연승식,4,2.1
20160924_1_6,연승식,6,1.7
20160924_1_6,단승식,1,1.9
20160924_1_6,복승식,1-6,3.9
20160924_1_6,쌍승식,1-6,5.9
20160924_1_6,복연승식,1-4,3.9
20160924_1_6,복연승식,1-6,1.9
20160924_1_6,복연승식,4-6,5.3
20160924_1_6,삼복승식,1-4-6,10
20160924_1_6,삼쌍승식,1-6-4,24.5
20160924_1_7,연승식,3,3.2
20160924_1_7,연승식,5,1.4
20160924_1_7,연승식,6,6.3
20160924_1_7,단승식,6,26.5
20160924_1_7,복승식,3-6,141.6
20160924_1_7,복연승식,3-5,5.7
20160924_1_7,복연승식,3-6,36.2
20160924_1_7,복연승식,5-6,12.1
20160924_1_7,쌍승식,6-3,291.4
20160924_1_7,삼복승식,3-5-6,125.6
20160924_1_7,삼쌍승식,6-3-5,1234.4
20160924_1_8,연승식,2,1.6
20160924_1_8,연승식,9,2.3
20160924_1_8,연승식,13,2.2
20160924_1_8,단승식,13,7.2
20160924_1_8,복승식,2-13,15.9
20160924_1_8,복연승식,2-9,6.1
20160924_1_8,복연승식,2-13,4.8
20160924_1_8,복연승식,9-13,8.8
20160924_1_8,쌍승식,13-2,32.8
20160924_1_8,삼복승식,2-9-13,33.5
20160924_1_8,삼쌍승식,13-2-9,182.9
20160924_1_9,연승식,1,1.6
20160924_1_9,단승식,1,2.8
20160924_1_9,연승식,3,1.3
20160924_1_9,연승식,6,2.3
20160924_1_9,복승식,1-6,11.6
20160924_1_9,쌍승식,1-6,17.4
20160924_1_9,복연승식,1-3,1.9
20160924_1_9,복연승식,1-6,4.4
20160924_1_9,복연승식,3-6,3.7
20160924_1_9,삼복승식,1-3-6,9
20160924_1_9,삼쌍승식,1-6-3,63.4
20160924_1_10,연승식,2,1.9
20160924_1_10,연승식,11,8
20160924_1_10,연승식,12,11.1
20160924_1_10,단승식,2,4.6
20160924_1_10,복승식,2-11,162
20160924_1_10,복연승식,2-11,34.2
20160924_1_10,복연승식,2-12,40.6
20160924_1_10,쌍승식,2-11,331.9
20160924_1_10,복연승식,11-12,326
20160924_1_10,삼복승식,2-11-12,2246.6
20160924_1_11,연승식,1,1.4
20160924_1_11,연승식,8,1.9
20160924_1_11,연승식,12,1.5
20160924_1_11,단승식,8,6.1
20160924_1_11,복연승식,1-8,4.8
20160924_1_11,복연승식,1-12,2.4
20160924_1_11,복승식,8-12,10.4
20160924_1_11,복연승식,8-12,3.8
20160924_1_11,쌍승식,8-12,22.3
20160924_1_12,연승식,2,2.1
20160924_1_12,연승식,8,6.7
20160924_1_12,연승식,9,1.3
20160924_1_12,단승식,9,1.4
20160924_1_12,복연승식,2-8,26
20160924_1_12,복연승식,2-9,2.3
20160924_1_12,복승식,8-9,17.9
20160924_1_12,복연승식,8-9,6.3
20160924_1_12,쌍승식,9-8,21.2
20160924_1_13,연승식,1,1.5
20160924_1_13,연승식,6,1.4
20160924_1_13,연승식,11,3
20160924_1_13,단승식,1,5.5
20160924_1_13,복승식,1-11,25
20160924_1_13,복연승식,1-6,2.3
20160924_1_13,복연승식,1-11,7.9
20160924_1_13,쌍승식,1-11,42.5
20160924_1_13,복연승식,6-11,5.6
20161002_3_1,연승식,1,1.3
20161002_3_1,연승식,2,4
20161002_3_1,연승식,4,1.3
20161002_3_1,단승식,1,3.2
20161002_3_1,복승식,1-2,26.6
20161002_3_1,복연승식,1-2,8.1
20161002_3_1,복연승식,1-4,2.1
20161002_3_1,복연승식,2-4,8.9
20161002_3_1,쌍승식,1-2,37.7
20161002_3_1,삼복승식,1-2-4,21.3
20161002_3_1,삼쌍승식,1-2-4,118.6
20161002_3_2,연승식,3,2.5
20161002_3_2,연승식,6,5.3
20161002_3_2,연승식,10,1.1
20161002_3_2,단승식,3,8.6
20161002_3_2,복연승식,3-6,26.6
20161002_3_2,복연승식,3-10,3.5
20161002_3_2,복연승식,6-10,7.8
20161002_3_2,쌍승식,3-10,28.3
20161002_3_2,복승식,3-10,9.6
20161002_3_2,삼복승식,3-6-10,93.4
20161002_3_2,삼쌍승식,3-10-6,575.9
20161002_3_3,연승식,4,2.1
20161002_3_3,연승식,10,3.9
20161002_3_3,연승식,11,2
20161002_3_3,단승식,11,6.2
20161002_3_3,복승식,4-11,13.2
20161002_3_3,복연승식,4-10,16
20161002_3_3,복연승식,4-11,5.1
20161002_3_3,복연승식,10-11,14.2
20161002_3_3,쌍승식,11-4,27
20161002_3_3,삼복승식,4-10-11,77.4
20161002_3_3,삼쌍승식,11-4-10,282.9
20161002_3_4,연승식,1,2.3
20161002_3_4,연승식,3,1.1
20161002_3_4,연승식,9,3.3
20161002_3_4,단승식,3,1.8
20161002_3_4,복연승식,1-3,2.5
20161002_3_4,복연승식,1-9,12.1
20161002_3_4,복승식,3-9,10.5
20161002_3_4,복연승식,3-9,3.9
20161002_3_4,쌍승식,3-9,13
20161002_3_4,삼복승식,1-3-9,23.5
20161002_3_4,삼쌍승식,3-9-1,81.8
20161002_3_5,연승식,4,1.3
20161002_3_5,연승식,3,1.4
20161002_3_5,연승식,7,6.5
20161002_3_5,단승식,4,1.8
20161002_3_5,복승식,4-7,16.8
20161002_3_5,복연승식,3-4,1.3
20161002_3_5,복연승식,3-7,6.6
20161002_3_5,복연승식,4-7,4.8
20161002_3_5,쌍승식,4-7,22.2
20161002_3_5,삼복승식,3-4-7,8.1
20161002_3_5,삼쌍승식,4-7-3,64.4
20161002_3_6,연승식,2,1
20161002_3_6,연승식,8,1.7
20161002_3_6,연승식,9,1.8
20161002_3_6,단승식,2,1.4
20161002_3_6,복승식,2-9,4
20161002_3_6,복연승식,2-8,2
20161002_3_6,복연승식,2-9,1.8
20161002_3_6,쌍승식,2-9,4.5
20161002_3_6,복연승식,8-9,3.6
20161002_3_6,삼복승식,2-8-9,3.8
20161002_3_6,삼쌍승식,2-9-8,10.5
20161007_2_1,연승식,4,1.9
20161007_2_1,연승식,1,2.1
20161007_2_1,연승식,3,1.1
20161007_2_1,단승식,1,8.6
20161007_2_1,복승식,1-3,11.3
20161007_2_1,복연승식,1-3,3.7
20161007_2_1,복연승식,1-4,5.8
20161007_2_1,복연승식,3-4,2.9
20161007_2_1,쌍승식,1-3,29.2
20161007_2_1,삼복승식,1-3-4,20.8
20161007_2_1,삼쌍승식,1-3-4,157.1
20161007_2_2,연승식,2,1.1
20161007_2_2,연승식,3,3.9
20161007_2_2,연승식,5,1.1
20161007_2_2,단승식,2,1.3
20161007_2_2,복연승식,2-3,5.3
20161007_2_2,복연승식,2-5,1.4
20161007_2_2,복연승식,3-5,6.8
20161007_2_2,쌍승식,2-3,18.6
20161007_2_2,복승식,2-3,13.2
20161007_2_2,삼복승식,2-3-5,7.5
20161007_2_2,삼쌍승식,2-3-5,34.8
20161007_2_3,연승식,2,2.6
20161007_2_3,연승식,5,1.4
20161007_2_3,연승식,8,1
20161007_2_3,단승식,2,12.5
20161007_2_3,복연승식,2-5,6.1
20161007_2_3,복연승식,2-8,4.4
20161007_2_3,복승식,2-8,13.4
20161007_2_3,복연승식,5-8,1.7
20161007_2_3,쌍승식,2-8,56
20161007_2_3,삼복승식,2-5-8,11
20161007_2_3,삼쌍승식,2-8-5,228.8
20161007_2_4,연승식,2,3
20161007_2_4,연승식,6,1.1
20161007_2_4,연승식,8,1.1
20161007_2_4,단승식,8,1.3
20161007_2_4,복승식,6-8,1.5
20161007_2_4,복연승식,2-6,6.1
20161007_2_4,복연승식,2-8,3.9
20161007_2_4,복연승식,6-8,1.3
20161007_2_4,쌍승식,8-6,1.9
20161007_2_4,삼복승식,2-6-8,7.5
20161007_2_4,삼쌍승식,8-6-2,11.5
20161007_2_5,연승식,2,1.2
20161007_2_5,연승식,7,1
20161007_2_5,연승식,8,1.4
20161007_2_5,단승식,7,1.2
20161007_2_5,복승식,2-7,3.6
20161007_2_5,복연승식,2-7,1.8
20161007_2_5,복연승식,2-8,2.4
20161007_2_5,복연승식,7-8,1.4
20161007_2_5,쌍승식,7-2,4.1
20161007_2_5,삼복승식,2-7-8,2.5
20161007_2_5,삼쌍승식,7-2-8,8.3
20161007_2_6,연승식,1,1.6
20161007_2_6,연승식,3,2.4
20161007_2_6,연승식,6,1.6
20161007_2_6,단승식,6,2.4
20161007_2_6,복승식,3-6,5.3
20161007_2_6,복연승식,1-3,2.5
20161007_2_6,복연승식,1-6,2
20161007_2_6,복연승식,3-6,1.9
20161007_2_6,쌍승식,6-3,8.8
20161007_2_6,삼복승식,1-3-6,4.8
20161007_2_6,삼쌍승식,6-3-1,23.1
20161007_2_7,연승식,2,1.3
20161007_2_7,연승식,6,1.7
20161007_2_7,연승식,7,3.6
20161007_2_7,단승식,2,2.1
20161007_2_7,복승식,2-6,3.4
20161007_2_7,복연승식,2-6,1.8
20161007_2_7,복연승식,2-7,3
20161007_2_7,복연승식,6-7,2.7
20161007_2_7,쌍승식,2-6,5.6
20161007_2_7,삼복승식,2-6-7,5.8
20161007_2_7,삼쌍승식,2-6-7,18.8
20161007_2_8,연승식,2,1.2
20161007_2_8,연승식,3,2.4
20161007_2_8,연승식,8,2.2
20161007_2_8,단승식,2,1.6
20161007_2_8,복연승식,2-3,5.3
20161007_2_8,복연승식,2-8,3.2
20161007_2_8,복연승식,3-8,12.9
20161007_2_8,복승식,2-3,10.6
20161007_2_8,쌍승식,2-3,13.5
20161007_2_8,삼복승식,2-3-8,22.7
20161007_2_8,삼쌍승식,2-3-8,79.3
20161007_2_9,연승식,2,1.3
20161007_2_9,연승식,3,2.3
20161007_2_9,연승식,5,1.8
20161007_2_9,단승식,2,1.8
20161007_2_9,복승식,2-3,4
20161007_2_9,복연승식,2-3,1.8
20161007_2_9,복연승식,2-5,1
20161007_2_9,복연승식,3-5,5.2
20161007_2_9,쌍승식,2-3,4.9
20161007_2_9,삼복승식,2-3-5,2.6
20161007_2_9,삼쌍승식,2-3-5,6.4
20161008_2_1,연승식,3,1.5
20161008_2_1,연승식,7,5.5
20161008_2_1,연승식,8,1
20161008_2_1,단승식,8,1.1
20161008_2_1,복승식,3-8,2.2
20161008_2_1,복연승식,3-7,5.2
20161008_2_1,복연승식,3-8,1.1
20161008_2_1,복연승식,7-8,2.7
20161008_2_1,쌍승식,8-3,2.4
20161008_2_1,삼복승식,3-7-8,5.7
20161008_2_1,삼쌍승식,8-3-7,9.6
20161008_2_2,연승식,1,1.2
20161008_2_2,연승식,2,1.2
20161008_2_2,연승식,6,3.9
20161008_2_2,단승식,1,1.3
20161008_2_2,복승식,1-2,1.4
20161008_2_2,복연승식,1-2,1.1
20161008_2_2,복연승식,1-6,2.3
20161008_2_2,복연승식,2-6,2.5
20161008_2_2,쌍승식,1-2,1.7
20161008_2_2,삼복승식,1-2-6,2.4
20161008_2_2,삼쌍승식,1-2-6,4
20161008_2_3,연승식,1,4.7
20161008_2_3,연승식,2,1.5
20161008_2_3,연승식,7,3.6
20161008_2_3,단승식,2,2.6
20161008_2_3,복승식,1-2,12.7
20161008_2_3,복연승식,1-2,4.9
20161008_2_3,복연승식,1-7,7.1
20161008_2_3,복연승식,2-7,3
20161008_2_3,쌍승식,2-1,19.4
20161008_2_3,삼복승식,1-2-7,23
20161008_2_3,삼쌍승식,2-1-7,115.5
20161008_2_4,연승식,1,1.7
20161008_2_4,연승식,3,1.1
20161008_2_4,연승식,7,1.1
20161008_2_4,단승식,3,1.2
20161008_2_4,복승식,3-7,1.7
20161008_2_4,복연승식,1-3,1.8
20161008_2_4,복연승식,1-7,2.2
20161008_2_4,복연승식,3-7,1.2
20161008_2_4,쌍승식,3-7,1.9
20161008_2_4,삼복승식,1-3-7,2.4
20161008_2_4,삼쌍승식,3-7-1,4.4
20161008_2_5,연승식,6,1.7
20161008_2_5,연승식,8,1.9
20161008_2_5,연승식,10,1
20161008_2_5,단승식,6,4.9
20161008_2_5,복승식,6-8,26.1
20161008_2_5,복연승식,6-8,5.5
20161008_2_5,복연승식,6-10,2
20161008_2_5,복연승식,8-10,2.6
20161008_2_5,쌍승식,6-8,39.1
20161008_2_5,삼복승식,6-8-10,6.9
20161008_2_5,삼쌍승식,6-8-10,120.1
20161008_2_6,연승식,2,2.8
20161008_2_6,연승식,7,2
20161008_2_6,연승식,9,1.9
20161008_2_6,단승식,7,5.3
20161008_2_6,복승식,2-7,21.1
20161008_2_6,복연승식,2-7,7.3
20161008_2_6,복연승식,2-9,7.9
20161008_2_6,복연승식,7-9,6
20161008_2_6,쌍승식,7-2,38.4
20161008_2_6,삼복승식,2-7-9,39.3
20161008_2_6,삼쌍승식,7-2-9,235.9
20161008_2_7,연승식,6,2.2
20161008_2_7,연승식,7,8.3
20161008_2_7,연승식,11,20.5
20161008_2_7,단승식,6,5.3
20161008_2_7,복승식,6-11,366.3
20161008_2_7,복연승식,6-7,20
20161008_2_7,복연승식,6-11,73.7
20161008_2_7,복연승식,7-11,189.6
20161008_2_7,쌍승식,6-11,401.8
20161008_2_7,삼복승식,6-7-11,1578.3
20161008_2_7,삼쌍승식,6-11-7,9999.9
20161008_2_8,연승식,2,3.4
20161008_2_8,연승식,3,3.7
20161008_2_8,연승식,6,1.6
20161008_2_8,단승식,3,14.8
20161008_2_8,복승식,2-3,77.1
20161008_2_8,복연승식,2-3,26.6
20161008_2_8,복연승식,2-6,11.5
20161008_2_8,복연승식,3-6,8.9
20161008_2_8,쌍승식,3-2,248.4
20161008_2_8,삼복승식,2-3-6,110.9
20161008_2_8,삼쌍승식,3-2-6,1839.1
20161009_3_1,연승식,4,2.4
20161009_3_1,연승식,6,1.4
20161009_3_1,연승식,10,2.8
20161009_3_1,단승식,6,5
20161009_3_1,복연승식,4-6,5.7
20161009_3_1,복연승식,4-10,15.8
20161009_3_1,복승식,6-10,27.4
20161009_3_1,복연승식,6-10,7.2
20161009_3_1,쌍승식,6-10,51.3
20161009_3_1,삼복승식,4-6-10,69
20161009_3_1,삼쌍승식,6-10-4,470
20161009_3_2,연승식,7,3.5
20161009_3_2,연승식,10,3.7
20161009_3_2,연승식,12,1.3
20161009_3_2,단승식,12,2.7
20161009_3_2,복연승식,7-10,15.7
20161009_3_2,복연승식,7-12,5.5
20161009_3_2,복승식,7-12,16.8
20161009_3_2,복연승식,10-12,5.3
20161009_3_2,쌍승식,12-7,25.2
20161009_3_2,삼복승식,7-10-12,48.4
20161009_3_2,삼쌍승식,12-7-10,266.9
20161009_3_3,연승식,4,1.5
